Adresse,Anbieter,Ausstattung,Badezimmer,Balkon/ Terrasse,Baujahr,Bezugsfrei ab,Einbauküche,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Etage,Gesamtmiete,Heizkosten,Heizungsart,Kaltmiete,Kaution o. Genossenschaftsanteile,Modernisierung/ Sanierung,Nebenkosten,Objektzustand,Personenaufzug,Schlafzimmer,Titel,Url,Wesentliche Energieträger,Wohnfläche ca.,Zimmer,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
"Mausohrweg 2, 12589 Berlin, Rahnsdorf (Köpenick)",WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH/Zusatzaccount Werbellinstraße 12 12053 Berlin,,,True,2019.0,01.03.2020,,"85,2 kWh/(m²*a)",,Bedarfsausweis,C,,1,958.11,57.85,Fernwärme,780.95,234285,,119.31,Gepflegt,,,Neubauwohnung – Einfach mal die Ersten sein!,https://www.immobilienscout24.de/expose/115831769,,72.31,3,Mausohrweg,12589 Berlin,2,Rahnsdorf,Köpenick,10.800027658691745,TrKö,Köpen
"Mausohrweg 2, 12589 Berlin, Rahnsdorf (Köpenick)",WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH/Zusatzaccount Werbellinstraße 12 12053 Berlin,,,True,2019.0,01.03.2020,,"85,2 kWh/(m²*a)",,Bedarfsausweis,C,,1,533.21,33.46,Fernwärme,430.75,129225,,69.0,Gepflegt,,,"Erstbezug – Schöne, gemütliche 2 Zimmerwohnung",https://www.immobilienscout24.de/expose/115831768,,41.82,2,Mausohrweg,12589 Berlin,2,Rahnsdorf,Köpenick,10.300095648015304,TrKö,Köpen
"Mausohrweg 8, 12589 Berlin, Rahnsdorf (Köpenick)",WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH/Zusatzaccount Werbellinstraße 12 12053 Berlin,,,True,2019.0,01.03.2020,,72 kWh/(m²*a),,Bedarfsausweis,B,,1,737.81,48.18,Fernwärme,590.25,177075,,99.38,Gepflegt,,,Erstbezug – 3 Zimmerwohnung mit vielen Fenstern,https://www.immobilienscout24.de/expose/115831770,,60.23,3,Mausohrweg,12589 Berlin,8,Rahnsdorf,Köpenick,9.799933587913001,TrKö,Köpen
"Mausohrweg 4, 12589 Berlin, Rahnsdorf (Köpenick)",WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH/Zusatzaccount Werbellinstraße 12 12053 Berlin,,,True,2019.0,01.03.2020,,72 kWh/(m²*a),,Bedarfsausweis,B,,3,807.51,46.14,Fernwärme,666.2,199860,,95.17,Gepflegt,,,Dachgeschosswohnung - Für den besonderen Überblick!,https://www.immobilienscout24.de/expose/115831772,,57.68,2,Mausohrweg,12589 Berlin,4,Rahnsdorf,Köpenick,11.5499306518724,TrKö,Köpen
"Senftenberger Ring 12, 13439 Berlin, Wittenau (Reinickendorf)",GESOBAU AG Stiftsweg 1 13187 Berlin,,,True,1970.0,01.05.2020,,"78,2 kWh/(m²*a)",,Bedarfsausweis,,,11 von 13,432.0,0.0,Fernwärme,324.0,Kaution: 801.00,,108.0,Vollständig renoviert,,,Willkommen im Seniorenbereich ! Vermietung zum 01.04.2020,https://www.immobilienscout24.de/expose/115833180,Fernwärme,33.39,1,Senftenberger Ring,13439 Berlin,12,Wittenau,Reinickendorf,9.703504043126685,Rein,Reind
"Mausohrweg 6, 12589 Berlin, Rahnsdorf (Köpenick)",WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH/Zusatzaccount Werbellinstraße 12 12053 Berlin,,,True,2019.0,01.03.2020,,72 kWh/(m²*a),,Bedarfsausweis,B,,2,559.22,35.09,Fernwärme,451.76,135528,,72.37,Gepflegt,,,Neubauduft liegt in der Luft!,https://www.immobilienscout24.de/expose/115831771,,43.86,2,Mausohrweg,12589 Berlin,6,Rahnsdorf,Köpenick,10.300045599635203,TrKö,Köpen
"Zinsgutstraße 76, 12489 Berlin, Adlershof (Treptow)",,Normale Qualität,1.0,True,1925.0,ab sofort,,,liegt zur Besichtigung vor,,,,2 von 2,898.0,0.0,Fernwärme,668.0,2004,,230.0,Gepflegt,,,"3-Raum-Wohnung in Adlershof, WG-geeignet, Balkon",https://www.immobilienscout24.de/expose/115833636,Fernwärme,74.3,3,Zinsgutstraße,12489 Berlin,76,Adlershof,Alt-Treptow,8.990578734858682,TrKö,Alttr
"Schönstr. 39, 13086 Berlin, Weißensee (Weißensee)",Deutsche Wohnen Gruppe,,,,1932.0,28.02.2020,,"248,7 kWh/(m²*a)",,Bedarfsausweis,,,2,655.47,0.0,Fernwärme,517.44,Kaution: 1552.00,,138.03,Modernisiert,,,Schöne Wohnung in der Schönstraße!,https://www.immobilienscout24.de/expose/115833218,Fernwärme,43.12,2,Schönstraße,13086 Berlin,39,Weißensee,Weißensee,12.000000000000002,Pank,Weißs
"Leobschützer Str. 58, 13125 Berlin, Karow (Weißensee)",Claudia Köhn Immobilien Ringbahnstr. 6 10711 Berlin,Normale Qualität,1.0,True,1996.0,15.03./01.04.2020,,,liegt vor,Verbrauchsausweis,,,0 von 2,1140.0,0.0,Zentralheizung,860.0,Kaution: 3 Nettokaltmieten = 2580.00,,280.0,Vollständig renoviert,,2.0,"3-Zimmer-Erdgeschoss mit EBK, Laminat, Wannenbad & Terrasse in Karow... WOHNEN IM GRÜNEN!",https://www.immobilienscout24.de/expose/115829429,Erdgas leicht,92.13,3,Leobschützer Straße,13125 Berlin,58,Karow,Weißensee,9.334635840659937,Pank,Weißs
"12437 Berlin, Baumschulenweg (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin",Gehobene Qualität,1.0,,1930.0,schon kurzfristig möglich!,,,liegt vor,Verbrauchsausweis,,,3,843.81,68.0,Zentralheizung,715.81,3 Nettokaltmieten,,60.0,Saniert,,1.0,"Komplett sanierte Altbauwohnung/toll geschnitten, mit Holzdielen und EBK - Glanzstraße!",https://www.immobilienscout24.de/expose/115833899,Öl,59.99,2,,12437 Berlin,,Baumschulenweg,Alt-Treptow,11.932155359226536,TrKö,Alttr
"12437 Berlin, Baumschulenweg (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin",Einfache Qualität,1.0,,1930.0,sofort möglich!,,,liegt vor,Verbrauchsausweis,,,1,624.45,66.0,Zentralheizung,499.45,3 Nettokaltmieten,,59.0,Renovierungsbedürftig,,1.0,"Ruhig, gut geschnittene Altbauwohnung mit Renovierungsbedarf/tolle Lage Scheiblerstraße!",https://www.immobilienscout24.de/expose/115829688,Öl,58.69,2,,12437 Berlin,,Baumschulenweg,Alt-Treptow,8.509967626512182,TrKö,Alttr
"Schkeuditzer Str. 28, 12627 Berlin, Hellersdorf (Hellersdorf)",STADT UND LAND Wohnbauten-Gesellschaft mbH Böhlener Str. 49 12627 Berlin,,,True,2020.0,sofort,,52 kWh/(m²*a),,Bedarfsausweis,B,,4,899.7,58.28,Fernwärme,732.14,219642,,109.28,Gepflegt,,,Modern geschnittene 3-Zimmerwohnung mit Balkon und Aufzug,https://www.immobilienscout24.de/expose/115830702,,72.85,3,Schkeuditzer Straße,12627 Berlin,28,Hellersdorf,Hellersdorf,10.04996568291009,MaHe,Helld
"10119 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Markgrafen Quartier Hausverwaltung GmbH,,1.0,,1900.0,16.09.2019,,,liegt vor,,,,2 von 4,1149.0,0.0,Zentralheizung,999.0,3 Netto Kaltmieten,,150.0,Vollständig renoviert,,2.0,Sanierte 3-Zimmerwohnung*Lichtdurchflutet*,https://www.immobilienscout24.de/expose/115829780,Fernwärme,55.0,3,,10119 Berlin,,Mitte,Mitte,18.163636363636364,Mitt,Mitte
"12203 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Markgrafen Quartier Hausverwaltung GmbH,,,,1900.0,Sofort,,,liegt vor,,,,5 von 4,1169.0,0.0,Zentralheizung,990.0,3 Netto Kaltmieten,,110.0,,,,ERSTBEZUG - NACH SANIERUNG - 4 Zimmer - Ideal 3er-WG geeignet,https://www.immobilienscout24.de/expose/115829742,Fernwärme,83.0,3,,12203 Berlin,,Lichterfelde,Steglitz,11.927710843373495,StZe,Stegl
"Caspar-Theyß-Straße 24, 14193 Berlin, Grunewald (Wilmersdorf)",REK Berlin Apartments Management GmbH,Gehobene Qualität,1.0,True,2019.0,01.03.2020,,"98,9 kWh/(m²*a)",liegt vor,Bedarfsausweis,C,,0 von 4,1802.67,0.0,Fußbodenheizung,1599.58,3 Nettokaltmieten,,203.09,Erstbezug,,2.0,*1 NKM frei* 3 Zimmer Terrassenwohnung im Neubau mit EBK zwischen Grunewald und Ku'damm,https://www.immobilienscout24.de/expose/115829879,Holzpellets,96.71,3,Caspar-Theyß-Straße,14193 Berlin,24,Grunewald,Wilmersdorf,16.539964843346088,ChWi,Wilmd
"Delbrückstraße 43, 12051 Berlin, Neukölln (Neukölln)",Homesk GmbH Mittenwalder Straße 29 10961 Berlin,Gehobene Qualität,1.0,True,2018.0,01.03.2020,,,liegt zur Besichtigung vor,,,,1 von 5,1230.75,105.0,Fußbodenheizung,975.75,3 Nettokaltmieten,,150.0,Erstbezug,,1.0,HOMESK - Erstbezug! 2-Zimmer Wohnung in Südausrichtung im Neubau-Quartier,https://www.immobilienscout24.de/expose/115830249,Fernwärme,65.0,2,Delbrückstraße,12051 Berlin,43,Neukölln,Neukölln,15.011538461538462,Neuk,Neukö
"Caspar-Theyß-Straße 24, 14193 Berlin, Grunewald (Wilmersdorf)",REK Berlin Apartments Management GmbH,Gehobene Qualität,2.0,True,2019.0,01.03.2020,,"98,9 kWh/(m²*a)",liegt vor,Bedarfsausweis,,,1 von 4,1780.86,0.0,Fußbodenheizung,1594.8,3 Nettokaltmieten,,186.06,Erstbezug,,2.0,* Neubau * Geräumige 3 Zimmerwohnung mit EBK und Balkon zwischen Grunewald und Ku'damm,https://www.immobilienscout24.de/expose/115829978,Holzpellets,88.6,3,Caspar-Theyß-Straße,14193 Berlin,24,Grunewald,Wilmersdorf,18.0,ChWi,Wilmd
"Caspar-Theyß-Straße 24, 14193 Berlin, Grunewald (Wilmersdorf)",REK Berlin Apartments Management GmbH,Gehobene Qualität,1.0,True,2019.0,nach Vereinbarung,,"98,9 kWh/(m²*a)",liegt vor,Bedarfsausweis,,,4 von 5,2223.63,0.0,Zentralheizung,1999.56,3 Nettokaltmieten,,224.07,Erstbezug nach Sanierung,,3.0,**Erstbezug ** Lichtdurchflutete 4-Zimmerwohnung mit EBK und zwei Balkonen,https://www.immobilienscout24.de/expose/115830008,Holzpellets,106.7,4,Caspar-Theyß-Straße,14193 Berlin,24,Grunewald,Wilmersdorf,18.740018744142453,ChWi,Wilmd
"Otto-Suhr-Allee 26, 10585 Berlin, Charlottenburg (Charlottenburg)",BUWOG Immobilien Treuhand GmbH,,,,2016.0,sofort,,69 kWh/(m²*a),,Bedarfsausweis,,,,1042.56,36.0,,851.56,255468,,155.0,,,,Wohnung zum Wohlfühlen!,https://www.immobilienscout24.de/expose/115830553,Fernwärme,54.01,2,Otto-Suhr-Allee,10585 Berlin,26,Charlottenburg,Charlottenburg,15.766709868542861,ChWi,Charl
"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)",Homesk GmbH Mittenwalder Straße 29 10961 Berlin,Gehobene Qualität,1.0,True,2018.0,01.03.2020,,,liegt zur Besichtigung vor,,,,0 von 6,1223.98,106.0,Fußbodenheizung,964.98,3 Nettokaltmieten,,153.0,Erstbezug,,1.0,HOMESK - Erstbezug! Helle 2-Zimmer Wohnung mit Loggia im Neubau-Quartier,https://www.immobilienscout24.de/expose/115830440,Fernwärme,66.0,2,Delbrückstraße,12051 Berlin,41,Neukölln,Neukölln,14.620909090909091,Neuk,Neukö
"Schwartzkopffstraße 1 A, 10115 Berlin, Mitte (Mitte)",Ingo Pries Immobilien Pettenkoferstraße 18 10247 Berlin,Luxus,1.0,True,2017.0,sofort,,"71,4 kWh/(m²*a)",liegt vor,Bedarfsausweis,,,3 von 6,1349.0,0.0,Fußbodenheizung,1199.0,3597,,150.0,Neuwertig,,1.0,SAPHIR BERLIN - MITTE / EXKLUSIVE 2 ZIMMERWOHNUNG / SUPER ZENTRAL,https://www.immobilienscout24.de/expose/115830496,Fernwärme,47.0,2,Schwartzkopffstraße,10115 Berlin,1A,Mitte,Mitte,25.51063829787234,Mitt,Mitte
"Presselstr. 3, 12167 Berlin, Steglitz (Steglitz)",Deutsche Wohnen Gruppe,,,,1983.0,Nach Vereinbarung,,,,Verbrauchsausweis,B,,0,720.85,0.0,Fernwärme,556.54,Kaution: 1669.00,,164.31,Modernisiert,,,Frisch modernisierte Wohnung in Top Lage!,https://www.immobilienscout24.de/expose/115830393,,59.99,2,Presselstraße,12167 Berlin,3,Steglitz,Steglitz,9.277212868811468,StZe,Stegl
"Delbrückstraße 42, 12051 Berlin, Neukölln (Neukölln)",Homesk GmbH Mittenwalder Straße 29 10961 Berlin,Gehobene Qualität,1.0,True,2018.0,01.03.2020,,,liegt zur Besichtigung vor,,,,1 von 5,1228.75,104.0,Fußbodenheizung,975.75,3 Nettokaltmieten,,149.0,Erstbezug,,1.0,HOMESK - Erstbezug! 2-Zimmer Wohnung in Südausrichtung in Neukölln,https://www.immobilienscout24.de/expose/115830299,Fernwärme,65.0,2,Delbrückstraße,12051 Berlin,42,Neukölln,Neukölln,15.011538461538462,Neuk,Neukö
"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)",Homesk GmbH Mittenwalder Straße 29 10961 Berlin,Gehobene Qualität,2.0,True,2018.0,01.03.2020,,,liegt zur Besichtigung vor,,,,1 von 5,1753.0,148.0,Fußbodenheizung,1392.0,3 Nettokaltmieten,,213.0,Erstbezug,,2.0,HOMESK - Erstbezug! Helle 3-Zimmer Neubauwohnung mit Balkon,https://www.immobilienscout24.de/expose/115830574,Fernwärme,92.0,3,Delbrückstraße,12051 Berlin,41,Neukölln,Neukölln,15.130434782608695,Neuk,Neukö
"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)",Homesk GmbH Mittenwalder Straße 29 10961 Berlin,Gehobene Qualität,2.0,True,2018.0,01.03.2020,,,liegt zur Besichtigung vor,,,,2 von 5,1755.0,150.0,Fußbodenheizung,1392.0,3 Nettokaltmieten,,213.0,Erstbezug,,2.0,HOMESK - Erstbezug! Große 3-Zimmer Wohnung mit Loggia,https://www.immobilienscout24.de/expose/115830664,Fernwärme,92.0,3,Delbrückstraße,12051 Berlin,41,Neukölln,Neukölln,15.130434782608695,Neuk,Neukö
"Dorotheenstraße 83, 10117 Berlin, Mitte (Mitte)",Ingo Pries Immobilien Pettenkoferstraße 18 10247 Berlin,Luxus,,True,2015.0,sofort,,"60,6 kWh/(m²*a)",liegt vor,Bedarfsausweis,,,4,1699.0,0.0,Fußbodenheizung,1399.0,4197,,240.0,Neuwertig,,,EXKLUSIVES APPARTMENT IM LUX-HAUS / BESTLAGE VON BERLIN MITTE / NAHE BRANDENBURGER TOR,https://www.immobilienscout24.de/expose/115830621,Fernwärme,71.0,2,Dorotheenstraße,10117 Berlin,83,Mitte,Mitte,19.704225352112676,Mitt,Mitte
"Schwartzkopffstraße 1, 10115 Berlin, Mitte (Mitte)",Ingo Pries Immobilien Pettenkoferstraße 18 10247 Berlin,Luxus,1.0,True,2017.0,01.03.2020,,"71,4 kWh/(m²*a)",liegt vor,Bedarfsausweis,,,2 von 6,1599.0,0.0,Fußbodenheizung,1299.0,3897,,220.0,Neuwertig,,1.0,EXKLUSIVES APPARTMENT IM SAPHIR - BERLIN-MITTE,https://www.immobilienscout24.de/expose/115830668,Fernwärme,48.0,2,Schwartzkopffstraße,10115 Berlin,1,Mitte,Mitte,27.0625,Mitt,Mitte
"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)",ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,,2.0,True,1990.0,nach Vereinbarung,,,,Verbrauchsausweis,,,8 von 11,2155.0,0.0,Fernwärme,1700.0,5100.00,,455.0,Vollständig renoviert,,1.0,#Wohlgefühl im Herzen der Stadt – feines Domizil am Potsdamer Platz!,https://www.immobilienscout24.de/expose/115830685,Fernwärme-Dampf,101.15,3,Brüder-Grimm-Gasse,10785 Berlin,4,Tiergarten,Tiergarten,16.80672268907563,Mitt,Tierg
"Kurfürstendamm 73, 10709 Berlin, Charlottenburg (Charlottenburg)",Trialog GmbH Karl-Marx-Allee 90 A 10243 Berlin,,,True,1965.0,voraus. 1.3.2020,,,laut Gesetz nicht erforderlich,,,,3 von 5,1345.24,0.0,Fernwärme,1116.4,3 Nettokaltmieten,,228.84,,,,Schmuckstück am Kurfürstendamm: Neu ausgebaute 2-Zimmer Wohnung mit EBK und Südbalkon!,https://www.immobilienscout24.de/expose/115834865,,65.67,2,Kurfürstendamm,10709 Berlin,73,Charlottenburg,Charlottenburg,17.000152276534187,ChWi,Charl
"Schützenstraße 41, 10117 Berlin, Mitte (Mitte)",Ingo Pries Immobilien Pettenkoferstraße 18 10247 Berlin,Luxus,1.0,True,2016.0,sofort,,65 kWh/(m²*a),liegt vor,Bedarfsausweis,,,5,1470.0,0.0,Fußbodenheizung,1250.0,3750,,130.0,Neuwertig,,1.0,EXKLUSIVES APPARTMENT IM GUARDIANSUPER - ZENTRAL IN BERLIN MITTE,https://www.immobilienscout24.de/expose/115830569,Fernwärme,52.0,2,Schützenstraße,10117 Berlin,41,Mitte,Mitte,24.03846153846154,Mitt,Mitte
"Winckelmannstraße 43, 12487 Berlin, Johannisthal (Treptow)",Klarholz Immobilien Wexstr. 23 10715 Berlin,Gehobene Qualität,,True,1905.0,sofort,,"123,9 kWh/(m²*a)",liegt vor,Bedarfsausweis,E,,1 von 4,900.0,0.0,Zentralheizung,680.0,2040.00,,110.0,Erstbezug nach Sanierung,,,STOP!! Mieter gesucht! Wohnung mit 2 Terrassen,https://www.immobilienscout24.de/expose/115826371,Gas,52.0,1,Winckelmannstraße,12487 Berlin,43,Johannisthal,Alt-Treptow,13.076923076923077,TrKö,Alttr
"Konrad-Wolf-Str. 13D, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",HOWOGE Wohnungsbaugesellschaft mbH Wiecker Str. 3b 13051 Berlin,,,True,1996.0,sofort,,,liegt vor,Verbrauchsausweis,D,,2,854.83,0.0,,683.31,3 Nettokaltmieten,,171.52,,,,WBS erforderlich- 3 Zimmer Wohnung,https://www.immobilienscout24.de/expose/115826394,Fernwärme,79.5,3,Konrad-Wolf-Straße,13055 Berlin,13D,Alt-Hohenschönhausen,Hohenschönhausen,8.59509433962264,,
"Anna-Ebermann-Str. 19, 13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",HOWOGE Wohnungsbaugesellschaft mbH Wiecker Str. 3b 13051 Berlin,,,True,1973.0,sofort,,"79,9 kWh/(m²*a)",liegt vor,Bedarfsausweis,C,,3,496.16,0.0,,351.25,3 Nettokaltmieten,,144.91,,,,2 Zimmer Wohnung mit WBS,https://www.immobilienscout24.de/expose/115826399,Fernwärme,56.0,2,Anna-Ebermann-Straße,13053 Berlin,19,Alt-Hohenschönhausen,Hohenschönhausen,6.272321428571429,,
"Am Berl 26, 13051 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)",HOWOGE Wohnungsbaugesellschaft mbH Wiecker Str. 3b 13051 Berlin,,,True,1986.0,sofort,,,liegt vor,Verbrauchsausweis,C,,11,521.82,0.0,,377.52,3 Nettokaltmieten,,144.3,,,,WBS erforderlich- 3 Zimmer Wohnung,https://www.immobilienscout24.de/expose/115826401,Fernwärme,66.5,3,AmBerl,13051 Berlin,26,Neu-Hohenschönhausen,Hohenschönhausen,5.6769924812030075,,
"Anna-Ebermann-Str. 9, 13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",HOWOGE Wohnungsbaugesellschaft mbH Wiecker Str. 3b 13051 Berlin,,,True,1973.0,sofort,,"97,4 kWh/(m²*a)",liegt vor,Bedarfsausweis,C,,1,692.38,0.0,,452.1,3 Nettokaltmieten,,240.28,,,,WBS erforderlich- 4 Zimmer Wohnung,https://www.immobilienscout24.de/expose/115826400,Fernwärme,82.5,4,Anna-Ebermann-Straße,13053 Berlin,9,Alt-Hohenschönhausen,Hohenschönhausen,5.48,,
"Seefelder Str. 50, 13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",HOWOGE Wohnungsbaugesellschaft mbH Wiecker Str. 3b 13051 Berlin,,,,1983.0,sofort,,,liegt vor,Verbrauchsausweis,D,,9,412.92,0.0,,283.35,3 Nettokaltmieten,,129.57,,,,WBS erforderlich. 2 Zimmer Wohnung,https://www.immobilienscout24.de/expose/115826398,Fernwärme,46.5,2,Seefelder Straße,13053 Berlin,50,Alt-Hohenschönhausen,Hohenschönhausen,6.093548387096774,,
"Stockumer Str. 4D, 13507 Berlin, Tegel (Reinickendorf)",Deutsche Wohnen Gruppe,,,True,1958.0,16.03.2020,,,,Verbrauchsausweis,,,0,678.89,0.0,Gas-Heizung,477.12,Kaution: 1431.00,,201.77,Modernisiert,,,Wir modernisieren für Sie- Nahe Tegeler See- mit Balkon,https://www.immobilienscout24.de/expose/115826493,Gas,52.71,2,Stockumer Straße,13507 Berlin,4D,Tegel,Reinickendorf,9.051792828685258,Rein,Reind
"Stresemannstraße 74, 10963 Berlin, Kreuzberg (Kreuzberg)",Hausverwaltung Optima GmbH,,,,1968.0,sofort,,,liegt vor,Verbrauchsausweis,,,15 von 17,850.0,0.0,,650.0,1950,,200.0,,,,möbliert mit herrlicher Aussicht!,https://www.immobilienscout24.de/expose/115826651,Fernwärme,38.0,1,Stresemannstraße,10963 Berlin,74,Kreuzberg,Kreuzberg,17.105263157894736,FrKr,Kreuz
"Schloßstr. 60, 14059 Berlin, Charlottenburg (Charlottenburg)",John Wohnungsimmobilien Hermsdorfer Damm 200 13467 Berlin,Gehobene Qualität,1.0,,1898.0,sofort,,,liegt vor,Verbrauchsausweis,H,,1 von 4,790.0,40.0,Etagenheizung,700.0,3NKM,,50.0,Neuwertig,,1.0,"""WOHNEN AM SCHLOSS"" Lichtdurchflutete 2 Zimmer Altbauwohnung 40m², im 1.OG",https://www.immobilienscout24.de/expose/115826798,Gas,40.0,2,Schloßstraße,14059 Berlin,60,Charlottenburg,Charlottenburg,17.5,ChWi,Charl
"Fischzug 1a, 10245 Berlin, Friedrichshain (Friedrichshain)",,Gehobene Qualität,1.0,True,,20.04.2020,,,laut Gesetz nicht erforderlich,,,,4 von 5,2237.0,0.0,Fußbodenheizung,2237.0,2000,,,Modernisiert,,,Charmantes zentrale gelegenes Loft mit Dachterrasse & Wasserblick auf Halbinsel,https://www.immobilienscout24.de/expose/115826778,,74.0,"1,5",Fischzug,10245 Berlin,1A,Friedrichshain,Friedrichshain,30.22972972972973,FrKr,Frhai
"Quickborner Straße 75, 13439 Berlin, Wittenau (Reinickendorf)",GESOBAU AG Stiftsweg 1 13187 Berlin,,,True,1971.0,16.02.2020,,68 kWh/(m²*a),,Bedarfsausweis,,,1 von 10,579.0,0.0,Fernwärme,420.0,Kaution: 3 Netto-Kalt-Mieten,,159.0,,,,Wohnung mit Dusche sucht 50+ Nur für Rentner 50+,https://www.immobilienscout24.de/expose/115827747,Fernwärme,58.27,2,Quickborner Straße,13439 Berlin,75,Wittenau,Reinickendorf,7.207825639265488,Rein,Reind
"Wasserwerkstr. 15, 13589 Berlin, Spandau (Spandau)",Deutsche Wohnen Gruppe,,,True,1964.0,Nach Vereinbarung,,,,Verbrauchsausweis,D,,4,749.66,0.0,Fernwärme,529.02,Kaution: 1587.00,,220.64,Modernisiert,,,Mit Tageslichtbad und Balkon,https://www.immobilienscout24.de/expose/115827788,Fernwärme,70.63,2,Wasserwerkstraße,13589 Berlin,15,Spandau,Spandau,7.490018405776582,Span,Spand
"Waldkiefernring 24, 12527 Berlin, Grünau (Köpenick)",Barbara Madel Immobilien Ebertystraße 30 10249 Berlin,Gehobene Qualität,1.0,True,2014.0,01.04.2020,,64 kWh/(m²*a),liegt vor,Bedarfsausweis,,,1 von 2,1291.0,0.0,Blockheizkraftwerke,1039.0,3117,,252.0,Gepflegt,,2.0,Stadtvilla im Wohnpark Grünau: top 3-Zimmer-Wohnung ab 01. April 2020,https://www.immobilienscout24.de/expose/115828226,Gas,83.14,3,Waldkiefernring,12527 Berlin,24,Grünau,Köpenick,12.496993023815252,TrKö,Köpen
"Fähenweg 1, 12527 Berlin, Grünau (Köpenick)",Barbara Madel Immobilien Ebertystraße 30 10249 Berlin,Gehobene Qualität,1.0,True,2014.0,01.04. 2020,,64 kWh/(m²*a),liegt vor,Bedarfsausweis,,,0 von 2,970.0,80.0,Blockheizkraftwerke,789.0,2367,,101.0,Neuwertig,,1.0,Frühling 2020: Frei ab 1. April 2020: schick Wohnen im Wohnpark Grünau: 2-Zimmer & große Terrasse,https://www.immobilienscout24.de/expose/115828264,Fernwärme,61.89,2,Fähenweg,12527 Berlin,1,Grünau,Köpenick,12.748424624333495,TrKö,Köpen
"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",ZANDER Immobilien e.K. Bornstedter Straße 8 10711 Berlin,Normale Qualität,1.0,True,1997.0,nach Vereinbarung,,,liegt vor,Verbrauchsausweis,B,,4,1045.37,0.0,Fußbodenheizung,805.37,drei Kaltmieten,,240.0,Vollständig renoviert,,2.0,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115828573,Fernwärme,86.32,3,,13189 Berlin,,Pankow,Pankow,9.330050973123264,Pank,Panko
"Trarbacher Straße 13, 13088 Berlin, Weißensee (Weißensee)",GESOBAU AG Stiftsweg 1 13187 Berlin,,,True,1914.0,sofort,,172 kWh/(m²*a),,Bedarfsausweis,F,,0 von 3,763.99,0.0,Fernwärme,611.12,Kaution: 3 Netto-Kalt-Mieten,,157.37,,,,Sanierter Altbauklassiker,https://www.immobilienscout24.de/expose/115829112,Fernwärme,67.96,3,Trarbacher Straße,13088 Berlin,13,Weißensee,Weißensee,8.992348440258978,Pank,Weißs
"Trarbacher Str. 17, 13088 Berlin, Weißensee (Weißensee)",Deutsche Wohnen Gruppe,,,,1925.0,Nach Vereinbarung,,"215,3 kWh/(m²*a)",,Bedarfsausweis,,,0,671.55,,Etagenheizung,572.47,Kaution: 1717.00,,99.08,Vollständig renoviert,,,Wir modernisieren!,https://www.immobilienscout24.de/expose/115829150,Gas,53.3,2,Trarbacher Straße,13088 Berlin,17,Weißensee,Weißensee,10.740525328330207,Pank,Weißs
"Chausseestraße 42, 10115 Berlin, Mitte (Mitte)",BUWOG Immobilien Treuhand GmbH Riegelbachstraße 23 74360 Ilsfeld,Gehobene Qualität,2.0,True,2017.0,01.03.2020,,64 kWh/(m²*a),,Bedarfsausweis,,,,2864.19,127.25,,2482.42,7440,,254.52,Neuwertig,,4.0,EBK / Terrasse,https://www.immobilienscout24.de/expose/115816528,Fernwärme,149.71,5,Chausseestraße,10115 Berlin,42,Mitte,Mitte,16.581524280275197,Mitt,Mitte
