Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Schlafzimmer,Badezimmer,Balkon/ Terrasse,Baujahr,Objektzustand,Ausstattung,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Endenergiebedarf,Energieeffizienzklasse,Anbieter,Adreese
Stilvolla Altbauwohnung im Herzen Berlins!,https://www.immobilienscout24.de/expose/113141338,2.065 €,435 €,in Nebenkosten enthalten,2.500 €,6195 €,3 von 5,"182,13 m²",01. September 2019,4,,1,True,1896,,,Fernwärme,,liegt vor,Bedarfsausweis,,,KKL Immobilienmanagement GmbH Tauentzienstraße 6 10789 Berlin,"10623 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
BESICHTIGUNG AM 31.01.2020 - 09.45 Uhr - 2-Zimmer-Appartement für Studenten und Auszubildende,https://www.immobilienscout24.de/expose/113134312,400 €,130 €,in Nebenkosten enthalten,530 €,"1.060,00 €",5 von 5,"40,29 m²",sofort,2,2,1,,1900,,Normale Qualität,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,,FARINA GmbH Gesellschaft für Immobilienverwaltung und -beratung Bundesplatz 8 10715 Berlin,"Gaußstraße 2, 12459 Berlin, Oberschöneweide (Köpenick)"
NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/113060317,"1.699,51 €","154,50 €","77,25 €","1.931,26 €","5.098,53 €",6 von 7,"80,78 m²",sofort möglich,3,2,1,True,2018,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"64,3 kWh/(m²*a)",B,Trockland Management GmbH Hauptstraße 27 10827 Berlin,"Zimmerstraße 94, 10969 Berlin-Mitte, Mitte (Mitte)"
+++ Familienfreundliche 4-Zimmer-Wohnung in ruhiger Lage +++,https://www.immobilienscout24.de/expose/113072612,"1.651,32 €","275,22 €",in Nebenkosten enthalten,"1.926,54 €",3-Monats-Nettokaltmieten,2 von 4,"137,61 m²",ab sofort,4,3,2,True,,Modernisiert,Normale Qualität,Zentralheizung,,,,,,HGHI Immobilien Verwaltung GmbH Jägerstr. 49/50 10117 Berlin,"Ferdinandstraße 33, 12209 Berlin, Lichterfelde (Steglitz)"
Schöne 3-Zi-DG mit Aufzug Nähe Kurfürstendamm,https://www.immobilienscout24.de/expose/113127102,"1.280,94 €","191,45 €",95 €,"1.567,39 €",3 Nettokaltmieten,5 von 5,"88,19 m²",sofort,3,1,1,True,1994,Saniert,Gehobene Qualität,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,"95,8 kWh/(m²*a)",,BIMA Geschäftsführungs- und Verwaltungs GmbH Sybelstraße 32 10629 Berlin,"Sybelstr. 32, 10629 Berlin, Charlottenburg (Charlottenburg)"
Wohnen am Schlesischen Tor - Möblierte 2 Zimmer AB-Wohnung,https://www.immobilienscout24.de/expose/113112315,1.620 €,280 €,in Nebenkosten enthalten,1.900 €,4860,3 von 5,65 m²,01.09.2019,2,1,1,True,1910,Erstbezug nach Sanierung,Luxus,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,"10997 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"!!NEU!! Moderne trifft 70er, voll möbliertes Appartement in Charlottenburg",https://www.immobilienscout24.de/expose/113142128,1.099 €,keine Angabe,in Nebenkosten enthalten,1.099 € (zzgl. Nebenkosten),"3.297,00 EUR",3 von 8,43 m²,,"1,5",,1,True,1970,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,,Drenkhahn Immobilien GmbH Ulmenstraße 26 18057 Rostock,"Rognitzstr. 17, 14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg)"
"Stilvolle, geräumige 2-Zimmer-Wohnung mit Einbauküche in Mitte, Berlin",https://www.immobilienscout24.de/expose/113149327,1.250 €,"165,76 €",in Nebenkosten enthalten,"1.415,76 €",3000,4 von 5,85 m²,ab sofort,2,,1,,,Saniert,,,,,,,,,"Borsigstraße 28, 10115 Berlin, Mitte (Mitte)"
"""Haus am Wiesenweg"" Erstbezug im neu hergerichteten Bestandsgebäude *Zweizimmerwohnungen*",https://www.immobilienscout24.de/expose/113149883,"810,92 €","95,84 €","88,46 €","995,22 €","2432,76 €",1 von 3,"73,72 m²",01.09.2019,2,1,1,True,2019,Erstbezug,,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,FRAMA Immobilienverwaltungs GmbH & Co. KG Falkenbrunnstraße 26 12524 Berlin,"Bruno-Taut-Straße 8A, 8B, 12524 Berlin, Altglienicke (Treptow)"
VIDEO:3 Zimmer DG Maisonette mit Terrasse in Wittenau,https://www.immobilienscout24.de/expose/113163701,"1.285,47 €",280 €,in Nebenkosten enthalten,"1.565,47 €","3856,41",3 von 4,150 m²,sofort,3,2,3,True,1908,Gepflegt,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,"Schubartstr. 57, 13509 Berlin, Wittenau (Reinickendorf)"
"*Neubau* Wunderschöne zwei Zimmer Maisonette-Wohnung in Berlin, Mariendorf (Tempelhof)",https://www.immobilienscout24.de/expose/113167228,765 €,80 €,60 €,905 €,"2.295,00€",4 von 4,51 m²,voraussichtlich 01.11.2019,2,,1,True,1965,Erstbezug,Gehobene Qualität,Zentralheizung,Öl,liegt zur Besichtigung vor,,,,Hausverwaltung Pietrucha,"Königstraße 19 b, 12105 Berlin, Mariendorf (Tempelhof)"
"!!NEU!! Moderne trifft 70er, voll möbliertes Appartement in Charlottenburg",https://www.immobilienscout24.de/expose/113176259,1.349 €,keine Angabe,in Nebenkosten enthalten,1.349 € (zzgl. Nebenkosten),"4.047,00 EUR",3 von 8,51 m²,01.09.2019,2,,1,True,1970,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,,Drenkhahn Immobilien GmbH Ulmenstraße 26 18057 Rostock,"Rognitzstr. 17, 14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg)"
"Stilvolle, gepflegte 2-Zimmer-EG-Wohnung mit Einbauküche in Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/113199309,1.200 €,300 €,in Nebenkosten enthalten,1.500 €,2400,0 von 4,60 m²,15.01.2020,2,,1,,unbekannt,Gepflegt,Luxus,,,laut Gesetz nicht erforderlich,,,,,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Lichtdurchflutete Dreiraumwohnung mit zwei großen Bädern und viel Platz an der Sonne!,https://www.immobilienscout24.de/expose/113236336,"1.677,36 €","187,94 €","93,97 €","1.959,27 €",3355,1 von 5,"93,97 m²",01.03.2020,3,2,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
"""Kein Dach über dem Kopf"" - wir helfen Ihnen sehr gern !",https://www.immobilienscout24.de/expose/113193574,"317,55 €",130 €,in Nebenkosten enthalten,"447,55 €","952,65",0 von 0,"41,06 m²",,1,,1,,unbekannt,Gepflegt,,Fernwärme,Gas,liegt zur Besichtigung vor,,,,,"12055 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Frisch sanierte 3-Zimmer +Balkon +Badewanne +Dusche, +EBK; guter Schnitt, Erstbezug",https://www.immobilienscout24.de/expose/113243082,980 €,110 €,80 €,1.090 €,2940,1 von 3,70 m²,15.02.2020,3,2,1,True,2020,Erstbezug nach Sanierung,Gehobene Qualität,Etagenheizung,Gas,,,,,Renate Nikolay Immobilien u. Finanzdienstleistungen,"Gardeschützenweg 7, 12203 Berlin, Lichterfelde (Steglitz)"
Schöne 2-Raumwohnung zu vermieten!!! Erstbezug nach Sanierung!!!,https://www.immobilienscout24.de/expose/113000956,"1.046,85 €","83,15 €",100 €,1.230 €,"3140,55",0 von 4,"69,79 m²",sofort,2,1,1,,1917,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Fernwärme,,,,,Wolff + Wolff Immobilien GmbH,"Heynstr. 31, 13187 Berlin, Pankow (Pankow)"
Über den Wolken - Stilvolle Penthousewohnung mit Balkon und Dachterasse zum Erstbezug mit EBK!,https://www.immobilienscout24.de/expose/113236809,"1.929,36 €","201,50 €","100,75 €","2.231,61 €",3859,5 von 5,"100,75 m²",01.03.2020,3,2,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Alles was das Herz begehrt. Balkon und Loggia gibts dazu!,https://www.immobilienscout24.de/expose/112730517,"1.529,44 €","163,14 €","81,57 €","1.774,15 €",3059,4 von 6,"81,57 m²",01.03.2020,3,2,,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
"Einzelapartment frei im Studio B (für Studenten, Azubis und young professionals)",https://www.immobilienscout24.de/expose/112789581,673 €,118 €,keine Angabe,791 € (zzgl. Heizkosten),3 Monatskaltmieten,5,"30,38 m²",01.04.2020,1,,,,,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 66, 13347 Berlin, Wedding (Wedding)"
"Exklusive, moderne 3-Zimmerwohnung! Sofern gewünscht mit EBK",https://www.immobilienscout24.de/expose/112796773,"1.303,65 €",190 €,inkl. 68 €,"1.561,65 €",3 Nettokaltmieten,4 von 7,"86,91 m²",ab sofort,3,2,2,,2016,,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,55 kWh/(m²*a),,Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,"Chausseestraße 60, 10115 Berlin, Mitte (Mitte)"
Mit besten Aussichten - 4-Zi-Penthouse mit Balkon und Dachterrasse zum Erstbezug direkt am HBF!,https://www.immobilienscout24.de/expose/113236800,"2.275,82 €","244,58 €","122,29 €","2.642,69 €",4552,5 von 5,"122,29 m²",01.03.2020,4,3,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Schöner wohnen mitten im Scheunenviertel,https://www.immobilienscout24.de/expose/112815836,1.795 €,300 €,in Nebenkosten enthalten,2.095 €,5385,1 von 5,112 m²,1.9.2019,3,,1,True,2003,Vollständig renoviert,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,D,,"Rückerstraße 8, 10119 Berlin, Mitte (Mitte)"
Tolle 3 Zimmerwohnung in Friedrichshain!,https://www.immobilienscout24.de/expose/112828690,"1.065,49 €",161 €,64 €,"1.290,49 €",3061.41,,"74,51 m²",sofort,3,,,,2014,Neuwertig,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,69 kWh/(m²*a),,BUWOG Immobilien Treuhand GmbH,"Am Postbahnhof 21, 10243 Berlin, Friedrichshain (Friedrichshain)"
Großzügige 2-Zimmer-Altbau-Wohnung!,https://www.immobilienscout24.de/expose/112820329,1.194 €,173 €,in Nebenkosten enthalten,1.367 €,,3 von 5,"66,33 m²",nach Vereinbarung,2,,,True,1911,,,Zentralheizung,,,Verbrauchsausweis,,E,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Dunckerstr. 60, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
BESICHTIGUNG am 17.02.2020 um 08:00 Uhr morgens!! Gut geschnittene 3 Zi.Whg. mit 2 Balkonen,https://www.immobilienscout24.de/expose/112842366,1.000 €,120 €,inkl. 150 €,1.270 €,3.000,1,93 m²,ab sofort,3,,,True,1910,Gepflegt,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,Klarholz Immobilien Wexstr. 23 10715 Berlin,"Juliusstr. 29, 12051 Berlin, Neukölln (Neukölln)"
Traumwohnung mit Sonnenterrasse zum Innenhof! EBK und Erstbezug!,https://www.immobilienscout24.de/expose/112896914,"2.149,92 €","238,88 €","119,44 €","2.508,24 €",4300,0 von 6,"119,44 m²",01.03.2020,3,2,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
"Schöne zwei Zimmer Wohnung in Berlin nahe S-Bahnhof Tiergarten, Erstbezug",https://www.immobilienscout24.de/expose/112873666,950 €,140 €,in Nebenkosten enthalten,1.090 €,2850,4 von 5,"47,5 m²",ab sofort,2,,1,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"78,8 kWh/(m²*a)",,,"Wegelystr 4, 10587 Berlin, Charlottenburg (Charlottenburg)"
Repräsentative Maisonette mit großem Balkon direkt am Potsdamer Platz!,https://www.immobilienscout24.de/expose/112893964,1.990 €,640 €,in Nebenkosten enthalten,2.630 €,"5.970,00 EUR",4 von 11,"142,35 m²",nach Vereinbarung,3,2,3,True,1998,,,Fernwärme,Fernwärme-Dampf,,Verbrauchsausweis,,G,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,"Rudolf-von-Gneist-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
Loggia zur Piazza oder Balkon zum Innenhof - SIE entscheiden!,https://www.immobilienscout24.de/expose/112897084,"1.771,45 €","195,74 €","97,87 €","2.065,06 €",3543,3 von 5,"97,87 m²",01.03.2020,4,3,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Wohnen im Altbau an der Spitze der Berliner Allee,https://www.immobilienscout24.de/expose/112938076,"772,49 €",160 €,70 €,"1.002,49 €","2317,47",1 von 3,"104,39 m²",sofort,3,2,1,True,1908,Gepflegt,Normale Qualität,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"154,6 kWh/(m²*a)",E,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Berliner Allee 208, 13086 Berlin, Weißensee (Weißensee)"
Erstbezug - hochwertige Dachgeschosswohnung,https://www.immobilienscout24.de/expose/112943737,1.446 €,135 €,135 €,1.716 €,4.338,5 von 5,"90,4 m²",ab sofort,"2,5",1,2,True,1936,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,Metternich & Co. GmbH Rosenthalerstr 51 10178 Berlin,"Brandenburgische 14, 10713 Berlin, Wilmersdorf (Wilmersdorf)"
Ruhige Neubauwohnung zwischen Spittelmarkt und Fischerinsel,https://www.immobilienscout24.de/expose/112958992,705 €,145 €,inkl. 72 €,850 €,3 Kaltmieten,3 von 7,43 m²,15.08.19,1,,1,,2014,Neuwertig,Gehobene Qualität,Fernwärme,,liegt vor,Verbrauchsausweis,,,MI-KA Immobilien GmbH Koenigsallee 56 14193 Berlin,"Alte Jakobstraße 92, 10179 Berlin, Mitte (Mitte)"
Baumgartenufer - geräumige 2-Zimmerwohnung mit Blick ins Grüne,https://www.immobilienscout24.de/expose/112968305,985 €,255 €,in Nebenkosten enthalten,1.240 €,,0 von 5,"82,1 m²",01.10.2019,2,1,1,,,Erstbezug,Gehobene Qualität,Fußbodenheizung,,laut Gesetz nicht erforderlich,,,,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)"
Baumgartenufer - Großartige Aufteilung und eine Top Ausstattung,https://www.immobilienscout24.de/expose/112968323,1.407 €,360 €,in Nebenkosten enthalten,1.767 €,,1 von 5,"117,31 m²",01.10.2019,3,2,2,True,,Erstbezug,Gehobene Qualität,Fußbodenheizung,,laut Gesetz nicht erforderlich,,,,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)"
Baumgartenufer - Moderne 3-Zimmerwohnung mit Blick ins Grüne,https://www.immobilienscout24.de/expose/112968331,1.373 €,365 €,in Nebenkosten enthalten,1.738 €,,0 von 5,"114,42 m²",01.10.2019,3,2,1,True,,Erstbezug,Gehobene Qualität,Fußbodenheizung,,laut Gesetz nicht erforderlich,,,,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)"
"1.020 €, 55 m², 1 Zimmer",https://www.immobilienscout24.de/expose/112980761,1.020 €,240 €,in Nebenkosten enthalten,1.200 €,"3630,00",2 von 5,55 m²,ab sofort,1,,1,True,2014,Vollständig renoviert,Gehobene Qualität,Gas-Heizung,Gas,liegt zur Besichtigung vor,,,,VM Gormannstr.14 GmbH,"Linienstr. 214, 10119 Berlin, Mitte (Mitte)"
Hell & Schön! Möbliertes Appartement für Studenten,https://www.immobilienscout24.de/expose/112271198,585 €,98 €,keine Angabe,683 € (zzgl. Heizkosten),3 Monatskaltmieten,3,"25,05 m²",01.04.2020,1,,,,,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstrasse 66, 13347 Berlin, Wedding (Wedding)"
"Schönes Studentenzimmer, möbliert, frei zum 01.03.2020",https://www.immobilienscout24.de/expose/112276140,465 €,76 €,keine Angabe,541 € (zzgl. Heizkosten),3 Monatskaltmieten,1,"19,5 m²",01.03.2020,1,,,,,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstrasse 65, 13347 Berlin, Wedding (Wedding)"
***Berlin-Rudow*** Wunderschöne 2-Zimmer-Wohnung mit hochwertiger Einbauküche,https://www.immobilienscout24.de/expose/112297720,1.066 €,200 €,in Nebenkosten enthalten,1.266 €,3000,2 von 3,"69,4 m²",01.01.2020,2,1,1,True,2018,Erstbezug,Gehobene Qualität,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,,MHMI Immobilien-Verwaltungen GmbH,"12357 Berlin, Rudow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
++ Erstbezug mit EBK und Aufzug ++,https://www.immobilienscout24.de/expose/112331542,906 €,199 €,in Nebenkosten enthalten,1.105 €,"2.718,00 EUR",,"56,57 m²",sofort,2,,,True,2019,Erstbezug,,Zentralheizung,Erdgas leicht,,Bedarfsausweis,"32,8 kWh/(m²*a)",A+,domega immobilien & marketing gmbh Bundesallee 66 12161 Berlin,"Bürgerstr. 70/72, 12347 Berlin, Britz (Neukölln)"
Rohlstuhlgerechte WBS-Wohnung in Berlin Moabit,https://www.immobilienscout24.de/expose/112343923,"618,33 €",294 €,in Nebenkosten enthalten,"912,33 €",,0 von 0,"82,48 m²",,2,,,,1980,,,Zentralheizung,,,Verbrauchsausweis,,E,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Ottostr. 18, 10555 Berlin, Tiergarten (Tiergarten)"
großzügige Wohnung in bevorzugter Wohnlage in Nikolassee,https://www.immobilienscout24.de/expose/112386919,2.280 €,475 €,in Nebenkosten enthalten,2.755 €,6840 EUR,2 von 4,190 m²,01.04.2020,6,3,2,True,1934,Saniert,Gehobene Qualität,Zentralheizung,Erdgas leicht,laut Gesetz nicht erforderlich,,,,Hausverwaltung von Reden Normannenstr. 4 14129 Berlin,"Normannenstr. 4, 14129 Berlin, Nikolassee (Zehlendorf)"
"Ganz oben mit Fernsicht! 4 Zimmer auf 104,13 m² mit EBK und Erstbezug.",https://www.immobilienscout24.de/expose/112356284,"1.952,44 €","208,26 €","104,13 €","2.264,83 €",3905,5 von 5,"104,13 m²",01.03.2020,4,3,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Gut geschnittene und helle Neubauwohnung mit zwei Bädern!,https://www.immobilienscout24.de/expose/112369496,"831,13 €","168,14 €",in Nebenkosten enthalten,"999,27 €","2493,39",1 von 6,"59,15 m²",01.03.2020,2,1,1,True,2018,Modernisiert,Normale Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,75 kWh/(m²*a),C,Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,"Weserstraße 41, 10247 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)"
"Gut geschnittene 2-Raum-Wohnung, mit Balkon, mit Aufzug, ohne WBS",https://www.immobilienscout24.de/expose/112387320,"379,41 €","155,55 €",in Nebenkosten enthalten,"534,96 €",3 Nettokaltmieten,17,64 m²,sofort,2,,,True,1987,,,,Fernwärme,liegt vor,Verbrauchsausweis,,D,HOWOGE Wohnungsbaugesellschaft mbH Wiecker Straße 3b 13051 Berlin,"Zingster Str. 25, 13051 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)"
Helle hochwertig sanierte Wohnung mit großem eigenen Garten in bester Lage !**,https://www.immobilienscout24.de/expose/112387523,2.500 €,140 €,100 €,2.800 €,7500,0,113 m²,15.12.2019,"3,5",2,1,True,1900,Erstbezug nach Sanierung,Luxus,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,Wolff + Wolff Immobilien GmbH Alt-Moabit 60 10555 Berlin,"Clausewitzstr. 2, 10629 Berlin, Charlottenburg (Charlottenburg)"
Wasserblick ist durch nichts zu ersetzen. Einbauküche und Erstbezug oben drauf!,https://www.immobilienscout24.de/expose/112414535,"1.513,86 €","169,62 €","84,81 €","1.768,29 €",3028,3 von 5,"84,81 m²",01.03.2020,3,2,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
"PARAGON Apartments - 7 Zimmer mit 2 Terrassen, großer Küche und Gallerie",https://www.immobilienscout24.de/expose/112436566,4.099 €,"954,11 €",in Nebenkosten enthalten,"5.053,11 €","12.297,00",6 von 6,"254,43 m²",sofort,7,6,3,True,2016,Neuwertig,,Zentralheizung,Fernwärme,,Bedarfsausweis,"79,9 kWh/(m²*a)",,STRATEGIS AG Torstraße 49 10119 Berlin,"Danziger Straße 73, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
#Lichtverwöhnte Avantgardewohnung direkt am Potsdamer Platz - mit Balkon + Wintergarten!,https://www.immobilienscout24.de/expose/112428115,1.990 €,565 €,in Nebenkosten enthalten,2.555 €,"5.970,00 EUR",7 von 11,"125,46 m²",nach Vereinbarung,3,1,1,True,1998,Vollständig renoviert,,Fernwärme,Fernwärme-Dampf,,Verbrauchsausweis,,,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)"
Charmantes Erdgeschoss!,https://www.immobilienscout24.de/expose/112401618,1.248 €,147 €,in Nebenkosten enthalten,1.395 €,,0 von 0,52 m²,nach Vereinbarung,1,,,,1906,,,,Gas,,Bedarfsausweis,"87,8 kWh/(m²*a)",C,Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,"Rykestr. 50, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Sonniger und ruhiger Innenhof inklusive. Viel Platz mit EBK und Erstbezug.,https://www.immobilienscout24.de/expose/112450614,"1.872,39 €","217,72 €","108,86 €","2.198,97 €",3745,0 von 6,"108,86 m²",01.03.2020,3,2,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"74,6 kWh/(m²*a)",B,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Design 2-Zimmerwohnung mit Dachterassenzugang direkt an der Spree in Friedrichshain,https://www.immobilienscout24.de/expose/112484952,1.200 €,150 €,in Nebenkosten enthalten,1.350 €,3600,1 von 6,63 m²,ab sofort,2,,1,True,2019,Erstbezug,Luxus,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,79 kWh/(m²*a),C,,"Stralauer Allee 13, 10245 Berlin, Friedrichshain (Friedrichshain)"
Schöne Singlewohnung wartet auf Sie,https://www.immobilienscout24.de/expose/112592701,260 €,52 €,26 €,338 €,"780,00",2 von 5,"32,5 m²",sofort,1,1,1,,1989,Saniert,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,"Wohnungsgenossenschaft ""Grüne Mitte"" Hellersdorf eG Neuruppiner Straße 24 12629 Berlin","Zossener Straße 128, 12629 Berlin, Hellersdorf (Hellersdorf)"
"Neubau und Erstbezug einer schönen drei Zimmer Wohnung in Berlin, Mitte",https://www.immobilienscout24.de/expose/112598970,1.590 €,250 €,in Nebenkosten enthalten,1.840 €,3000,,"87,5 m²",01.03.2020,3,,2,True,2019,,Gehobene Qualität,,,,,,,,"Wallstraße 18, 10179 Berlin, Mitte (Mitte)"
Möbliertes Studenten-Apartment in Top-Lage,https://www.immobilienscout24.de/expose/112262877,435 €,64 €,in Nebenkosten enthalten,500 €,"1305,00",3,"18,2 m²",01.03.2020,1,,,,,Neuwertig,,,,liegt zur Besichtigung vor,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstrasse 66, 13347 Berlin, Wedding (Wedding)"
Erstbezug nach umfassender Sanierung - Wochenendbesichtigung !,https://www.immobilienscout24.de/expose/112053905,990 €,180 €,inkl. 80 €,1.250 €,,3 von 4,67 m²,,3,2,1,True,1994,Erstbezug,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,103 kWh/(m²*a),D,C. Becker Westfälische Str. 37 10711 Berlin,"13187 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Glück in Köpenick | 3 Zimmer | 115,35 qm",https://www.immobilienscout24.de/expose/112067820,1.327 €,250 €,120 €,1.697 €,"3.981,00",1 von 5,"115,35 m²",ab sofort,3,,1,True,2018,Erstbezug,Gehobene Qualität,Wärmepumpe,Solar,liegt vor,Bedarfsausweis,"37,2 kWh/(m²*a)",A+,,"Lindenstraße 2-4, 12555 Berlin-Köpenick, Köpenick (Köpenick)"
