straße,bezirk,wohnlage_einstufung,gebietsstand,hausnummer,buchstabe,lage_im_stadtgebiet,ortsteil
Tannenstraße,Rein,gut,1,0,1,1,1
Tannenweg,Span,mittel,1,0,1,1,1
Tannhäuserstraße,Lich,mittel,1,0,1,1,1
Tapiauer Allee,ChWi,gut,1,0,1,1,1
Tarnowitzer Straße,Pank,mittel,19,19,19,19,19
Tarnowitzer Straße,Pank,mittel *,1,1,1,1,1
Tasdorfer Straße,Lich,einfach *,1,0,1,1,1
Tassostraße,Pank,gut,15,15,15,15,15
Tassostraße,Pank,gut *,1,1,1,1,1
Tassostraße,Pank,mittel,5,5,5,5,5
Tassostraße,Pank,mittel *,1,1,1,1,1
Taubenstraße,Mitt,gut,46,46,46,46,46
Taubenstraße,Mitt,gut *,6,6,6,6,6
Taubertstraße,ChWi,gut,56,56,56,56,56
Taubertstraße,ChWi,gut *,2,2,2,2,2
Taubnesselweg,TrKö,mittel,1,1,1,1,1
Taubnesselweg,TrKö,mittel *,14,14,14,14,14
Tauchersteig,TrKö,mittel,1,0,1,1,1
Tauentzienstraße,ChWi,gut*,12,12,12,12,12
Tauentzienstraße,TSch,gut *,13,13,13,13,13
Tauernallee,TSch,mittel,25,25,25,25,25
Tauernallee,TSch,mittel *,132,132,132,132,132
Taufsteinweg,Pank,einfach,16,16,16,16,16
Taufsteinweg,Pank,einfach *,2,2,2,2,2
Taunusstraße,ChWi,gut,14,14,14,14,14
Taunusstraße,ChWi,gut *,1,1,1,1,1
Taunusstraße (Fried),TSch,gut,30,30,30,30,30
Taunusstraße (Fried),TSch,gut *,4,4,4,4,4
Taunusstraße (Lirad),TSch,mittel,82,82,82,82,82
Taunusstraße (Lirad),TSch,mittel *,1,1,1,1,1
Tauroggener Straße,ChWi,einfach,8,8,8,8,8
Tauroggener Straße,ChWi,mittel,23,23,23,23,23
Tautenburger Straße,StZe,mittel,18,18,18,18,18
Tautenburger Straße,StZe,mittel *,67,67,67,67,67
Tautenburger Straße,StZe,mittel*,3,3,3,3,3
Taxusweg,MaHe,einfach,1,0,1,1,1
Taylorstraße,StZe,gut,24,24,24,24,24
Taylorstraße,StZe,gut*,1,1,1,1,1
Techowpromenade,Rein,mittel,107,107,107,107,107
Techowpromenade,Rein,mittel *,6,6,6,6,6
Tegeler Straße,Mitt,einfach,43,43,43,43,43
Tegeler Straße,Mitt,einfach *,10,10,10,10,10
Tegeler Straße,Rein,gut,9,9,9,9,9
Tegeler Straße,Rein,gut *,1,1,1,1,1
Tegeler Straße,Rein,mittel,11,11,11,11,11
Tegeler Weg,ChWi,einfach *,1,1,1,1,1
Tegeler Weg,ChWi,mittel *,56,56,56,56,56
Tegelorter Ufer,Rein,mittel,1,0,1,1,1
Tegernauer Zeile,Rein,einfach,1,0,1,1,1
Tegernseestraße,TrKö,mittel,80,80,80,80,80
Tegernseestraße,TrKö,mittel *,4,4,4,4,4
Tegnerstraße,Pank,mittel,1,1,1,1,1
Tegnerstraße,Pank,mittel *,2,2,2,2,2
Teichbergstraße,Pank,mittel,38,38,38,38,38
Teichbergstraße,Pank,mittel *,1,1,1,1,1
Teichgräberzeile,ChWi,einfach,1,0,1,1,1
Teichhuhnsteig,TrKö,einfach,8,8,8,8,8
Teichhuhnsteig,TrKö,einfach *,14,14,14,14,14
Teichmummelring,TrKö,mittel,1,0,1,1,1
Teichrohrweg,TrKö,einfach,64,64,64,64,64
Teichrohrweg,TrKö,einfach *,1,1,1,1,1
Teichrosenpfad,Neuk,einfach,1,0,1,1,0
Teichstraße,Rein,einfach,6,6,6,6,6
Teichstraße,Rein,einfach *,50,50,50,50,50
Teichsängerweg,MaHe,einfach,1,0,1,1,1
Teikeweg,TSch,mittel,1,0,1,1,1
Teilestraße,TSch,einfach,1,1,1,1,1
Teilestraße,TSch,einfach *,37,37,37,37,37
Teisnacher Straße,Lich,mittel,1,0,1,1,1
Tejastraße,TSch,mittel,13,13,13,13,13
Tejastraße,TSch,mittel *,3,3,3,3,3
Telegrafenweg,Span,mittel,1,0,1,1,1
Telemannweg,MaHe,mittel,1,0,1,1,1
Tellheimstraße,StZe,gut,1,0,1,1,1
Tellstraße,Neuk,einfach,12,12,12,12,0
Tellstraße,Neuk,einfach *,3,3,3,3,0
Telramundweg,StZe,gut,26,26,26,26,26
Telramundweg,StZe,gut *,2,2,2,2,2
Teltower Damm,StZe,gut,35,35,35,35,35
Teltower Damm,StZe,gut *,305,305,305,305,305
Teltower Damm,StZe,mittel,19,19,19,19,19
Teltower Damm,StZe,mittel *,177,177,177,177,177
Teltower Straße,Span,einfach,13,13,13,13,13
Teltower Straße,Span,einfach *,15,15,15,15,15
Teltower Straße,Span,einfach*,17,17,17,17,17
Teltower Straße,StZe,mittel,54,54,54,54,54
Teltower Straße,StZe,mittel *,24,24,24,24,24
Teltowkanalstraße,StZe,mittel,15,15,15,15,15
Teltowkanalstraße,StZe,mittel *,2,2,2,2,2
Temmeweg,Span,mittel,100,100,100,100,100
Temmeweg,Span,mittel *,3,3,3,3,3
Tempelherrenstraße,FrKr,mittel,20,20,20,20,20
Tempelherrenstraße,FrKr,mittel *,2,2,2,2,2
Tempelhofer Damm,TSch,einfach *,26,26,26,26,26
Tempelhofer Damm,TSch,mittel,4,4,4,4,4
Tempelhofer Damm,TSch,mittel *,424,424,424,424,424
Tempelhofer Ufer,FrKr,einfach,1,1,1,1,1
Tempelhofer Ufer,FrKr,einfach *,31,31,31,31,31
Tempelhofer Ufer,FrKr,mittel*,1,1,1,1,1
Tempelhofer Weg,Neuk,einfach,17,17,17,17,0
Tempelhofer Weg,Neuk,einfach *,178,178,178,178,0
Tempelhofer Weg (Schön),TSch,einfach,7,7,7,7,7
Tempelhofer Weg (Schön),TSch,einfach *,56,56,56,56,56
Tempelhofer Weg (Temph),TSch,einfach *,36,36,36,36,36
Templerzeile,TSch,mittel,1,0,1,1,1
Templiner Straße,Pank,gut,1,0,1,1,1
Templiner-See-Straße,Span,einfach *,1,0,1,1,1
Tennstedter Straße,StZe,mittel,104,104,104,104,104
Tennstedter Straße,TSch,mittel,2,2,2,2,2
Teplitzer Straße,ChWi,gut,4,4,4,4,4
Teplitzer Straße,ChWi,gut *,67,67,67,67,67
Teplitzer Straße,ChWi,gut*,1,1,1,1,1
Terrassenstraße,StZe,gut,106,106,106,106,106
Terrassenstraße,StZe,gut *,1,1,1,1,1
Terwestenstraße,MaHe,einfach,52,52,52,52,52
Terwestenstraße,MaHe,einfach *,2,2,2,2,2
Terwielsteig,ChWi,einfach,1,0,1,1,1
Teschendorfer Weg,Rein,einfach,44,44,44,44,44
Teschendorfer Weg,Rein,einfach *,1,1,1,1,1
Teschener Weg,StZe,gut,1,0,1,1,1
Tessenowstraße,Rein,mittel,55,55,55,55,55
Tessenowstraße,Rein,mittel *,1,1,1,1,1
Tessiner Weg,Mitt,einfach,1,0,1,1,1
Teterower Ring,MaHe,mittel,1,0,1,1,1
Teterower Straße,Neuk,mittel,5,5,5,5,0
Teterower Straße,Neuk,mittel *,7,7,7,7,0
Teufelsseechaussee,ChWi,gut,1,0,1,1,1
Teufelsseestraße,ChWi,gut,1,0,1,1,1
Teupitzer Straße,MaHe,einfach,62,62,62,62,62
Teupitzer Straße,MaHe,einfach *,1,1,1,1,1
Teupitzer Straße,Neuk,einfach,31,31,31,31,0
Teupitzer Straße,Neuk,einfach *,2,2,2,2,0
Teutonenstraße,StZe,gut,65,65,65,65,65
Teutonenstraße,StZe,gut *,3,3,3,3,3
Teutonenstraße,TrKö,mittel,1,0,1,1,1
Tewsstraße,StZe,gut,1,0,1,1,1
Thaerstraße,FrKr,mittel,26,26,26,26,26
Thaerstraße,FrKr,mittel *,1,1,1,1,1
Thaerstraße,Pank,mittel,6,6,6,6,6
Thaler Straße,Pank,mittel,1,0,1,1,1
Thaliaweg,StZe,mittel,26,26,26,26,26
Thaliaweg,StZe,mittel *,1,1,1,1,1
Thanner Pfad,StZe,gut,1,0,1,1,1
Tharandter Straße,ChWi,gut,5,5,5,5,5
Tharandter Straße,ChWi,gut *,2,2,2,2,2
Tharauer Allee,ChWi,gut,35,35,35,35,35
Tharauer Allee,ChWi,gut *,8,8,8,8,8
Tharauer Allee,ChWi,gut*,1,1,1,1,1
Tharsanderweg,Span,einfach,74,74,74,74,74
Tharsanderweg,Span,einfach *,1,1,1,1,1
Thaters Privatweg,ChWi,einfach,1,0,1,1,1
Thaterstraße,Rein,einfach *,1,0,1,1,1
Thea-Rasche-Zeile,Span,mittel,1,0,1,1,1
Theanolte-Bähnisch-Straße,Mitt,mittel*,1,0,1,1,1
Theklastraße,StZe,gut,10,10,10,10,10
Theklastraße,StZe,mittel,15,15,15,15,15
Thelenstraße,TrKö,mittel,7,7,7,7,7
Thelenstraße,TrKö,mittel *,4,4,4,4,4
Themarer Straße,Lich,einfach *,1,0,1,1,1
Themsestraße,Mitt,einfach,108,108,108,108,108
Themsestraße,Mitt,einfach *,14,14,14,14,14
Theobaldstraße,Lich,mittel,1,0,1,1,1
Theodor-Brugsch-Straße,Pank,mittel,1,0,1,1,1
Theodor-Francke-Straße,TSch,mittel,9,9,9,9,9
Theodor-Francke-Straße,TSch,mittel *,4,4,4,4,4
Theodor-Heuss-Platz,ChWi,gut *,1,0,1,1,1
Theodor-Körner-Straße,TrKö,mittel,1,0,1,1,1
Theodor-Loos-Weg,Neuk,mittel,1,0,1,1,0
Theodorstraße,MaHe,mittel,155,155,155,155,155
Theodorstraße,MaHe,mittel *,2,2,2,2,2
Theodorstraße,MaHe,mittel*,1,1,1,1,1
Theodorstraße,TSch,mittel,1,0,1,1,1
Therese-Giehse-Straße,Span,mittel,1,0,1,1,1
Theresenweg,Rein,mittel,1,0,1,1,1
Thielallee,StZe,gut,65,65,65,65,65
Thielallee,StZe,gut *,113,113,113,113,113
Thiemannstraße,Neuk,einfach,24,24,24,24,0
Thiemannstraße,Neuk,einfach *,1,1,1,1,0
Thiesstraße,Pank,einfach,56,56,56,56,56
Thiesstraße,Pank,mittel,7,7,7,7,7
Thiloweg,Rein,mittel,1,0,1,1,1
Thomas-Dehler-Straße,Mitt,gut,1,0,1,1,1
Thomas-Mann-Straße,Pank,einfach,21,21,21,21,21
Thomas-Mann-Straße,Pank,einfach *,1,1,1,1,1
Thomas-Mann-Straße,Pank,mittel,38,38,38,38,38
Thomas-Müntzer-Straße,TrKö,mittel,32,32,32,32,32
Thomas-Müntzer-Straße,TrKö,mittel *,1,1,1,1,1
Thomasiusstraße,Mitt,mittel,25,25,25,25,25
Thomasiusstraße,Mitt,mittel *,2,2,2,2,2
Thomasstraße,Neuk,einfach,79,79,79,79,0
Thomasstraße,Neuk,einfach *,1,1,1,1,0
Thorner Straße,MaHe,mittel,1,0,1,1,1
Thorwaldsenstraße,MaHe,mittel,1,0,1,1,1
Thorwaldsenstraße,StZe,gut,1,1,1,1,1
Thorwaldsenstraße,StZe,gut *,17,17,17,17,17
Thorwaldsenstraße,StZe,mittel *,3,3,3,3,3
Thorwaldsenstraße,TSch,mittel *,16,16,16,16,16
Thrasoltstraße,ChWi,mittel,48,48,48,48,48
Thrasoltstraße,ChWi,mittel *,2,2,2,2,2
Thujaweg,TrKö,einfach,54,54,54,54,54
Thujaweg,TrKö,mittel,17,17,17,17,17
Thulestraße,Pank,mittel,118,118,118,118,118
Thulestraße,Pank,mittel *,15,15,15,15,15
Thuner Platz,StZe,mittel,8,8,8,8,8
Thuner Platz,StZe,mittel *,3,3,3,3,3
Thuner Straße,StZe,mittel,1,0,1,1,1
Thurandtweg,MaHe,einfach,59,59,59,59,59
Thurandtweg,MaHe,einfach *,3,3,3,3,3
Thurbrucher Steig,Rein,mittel,125,125,125,125,125
Thurbrucher Steig,Rein,mittel *,2,2,2,2,2
Thurbrucher Steig,Rein,mittel*,1,1,1,1,1
Thurgauer Straße,Rein,einfach,48,48,48,48,48
Thurgauer Straße,Rein,einfach *,34,34,34,34,34
Thurneysserstraße,Mitt,einfach,6,6,6,6,6
Thurneysserstraße,Mitt,einfach*,1,1,1,1,1
Thuyring,TSch,mittel,132,132,132,132,132
Thuyring,TSch,mittel*,1,1,1,1,1
Thymianweg,Pank,einfach,1,0,1,1,1
Thyssenstraße,Rein,mittel,48,48,48,48,48
Thyssenstraße,Rein,mittel*,3,3,3,3,3
Thüringerallee,ChWi,gut,12,12,12,12,12
Thüringerallee,ChWi,gut *,1,1,1,1,1
Thürnagelstraße,TrKö,mittel,28,28,28,28,28
Thürnagelstraße,TrKö,mittel *,28,28,28,28,28
Thürstraße,StZe,mittel,1,0,1,1,1
Tiburtiusstraße,TrKö,mittel,1,0,1,1,1
Tichauer Straße,Pank,mittel,40,40,40,40,40
Tichauer Straße,Pank,mittel *,14,14,14,14,14
Tieckstraße,Mitt,gut,40,40,40,40,40
Tieckstraße,Mitt,gut *,1,1,1,1,1
Tiefenbronner Weg,Rein,mittel,1,0,1,1,1
Tiefenseer Straße,Rein,einfach,1,0,1,1,1
Tieflandstraße,MaHe,einfach,53,53,53,53,53
Tieflandstraße,MaHe,einfach*,3,3,3,3,3
Tiefwerderweg,Span,einfach,25,25,25,25,25
Tiefwerderweg,Span,einfach *,3,3,3,3,3
Tiergartenschleuse,Mitt,mittel *,1,0,1,1,1
Tiergartenstraße,MaHe,mittel,64,64,64,64,64
Tiergartenstraße,MaHe,mittel *,2,2,2,2,2
Tiergartenstraße,Mitt,gut,1,1,1,1,1
Tiergartenstraße,Mitt,gut *,33,33,33,33,33
Tietjenstraße,TSch,einfach,1,0,1,1,1
Tietzenweg,StZe,gut,241,241,241,241,241
Tietzenweg,StZe,gut *,16,16,16,16,16
Tietzstraße,Rein,einfach,112,112,112,112,112
Tietzstraße,Rein,einfach *,2,2,2,2,2
Tigerfinkweg,Pank,einfach*,1,0,1,1,1
Tilburger Straße,Neuk,einfach,16,16,16,16,0
Tilburger Straße,Neuk,einfach *,2,2,2,2,0
Tile-Brügge-Weg,Rein,mittel,209,209,209,209,209
Tile-Brügge-Weg,Rein,mittel*,1,1,1,1,1
Tile-Wardenberg-Straße,Mitt,mittel,1,0,1,1,1
Tilkeroder Weg,TSch,einfach,148,148,148,148,148
Tilkeroder Weg,TSch,einfach *,2,2,2,2,2
Tillmannsweg,StZe,gut,25,25,25,25,25
Tillmannsweg,StZe,gut *,8,8,8,8,8
Tillmannsweg,StZe,gut*,3,3,3,3,3
Timmendorfer Weg,Neuk,einfach,34,34,34,34,0
Timmendorfer Weg,Neuk,einfach *,1,1,1,1,0
Tiniusstraße,Pank,mittel,43,43,43,43,43
Tiniusstraße,Pank,mittel *,20,20,20,20,20
Tiniusstraße,Pank,mittel*,1,1,1,1,1
Tino-Schwierzina-Straße,Pank,mittel,17,17,17,17,17
Tino-Schwierzina-Straße,Pank,mittel *,60,60,60,60,60
Tino-Schwierzina-Straße,Pank,mittel*,13,13,13,13,13
Tiriotstraße,Pank,mittel,121,121,121,121,121
Tiriotstraße,Pank,mittel *,1,1,1,1,1
Tiroler Straße,Pank,gut,5,5,5,5,5
Tiroler Straße,Pank,mittel,86,86,86,86,86
Tiroler Straße,Pank,mittel *,1,1,1,1,1
Tirschenreuther Ring,TSch,einfach,13,13,13,13,13
Tirschenreuther Ring,TSch,mittel,133,133,133,133,133
Tischlerzeile,Neuk,mittel,1,0,1,1,0
Titastraße,Lich,mittel,17,17,17,17,17
Titastraße,Lich,mittel *,1,1,1,1,1
Titiseestraße,Rein,einfach,1,0,1,1,1
Titlisweg,TSch,mittel,98,98,98,98,98
Titlisweg,TSch,mittel *,1,1,1,1,1
Titlisweg,TSch,mittel*,1,1,1,1,1
Titusweg,Rein,mittel,80,80,80,80,80
Titusweg,Rein,mittel *,1,1,1,1,1
Tivoliplatz,FrKr,mittel,1,0,1,1,1
Tizianstraße,MaHe,einfach,38,38,38,38,38
Tizianstraße,MaHe,einfach *,1,1,1,1,1
Tizianstraße,MaHe,einfach*,1,1,1,1,1
Toblacher Straße,Pank,mittel,1,0,1,1,1
Todtnauer Zeile,Rein,einfach,1,0,1,1,1
Toeplerstraße,ChWi,einfach,13,13,13,13,13
Toeplerstraße,ChWi,mittel,42,42,42,42,42
Togostraße,Mitt,einfach,77,77,77,77,77
Togostraße,Mitt,einfach *,7,7,7,7,7
Togostraße,Mitt,einfach*,1,1,1,1,1
Tolkmittstraße,MaHe,mittel,1,0,1,1,1
Tollensestraße,MaHe,mittel,1,0,1,1,1
Tollensestraße,StZe,mittel,1,0,1,1,1
Tollerstraße,Pank,mittel,58,58,58,58,58
Tollerstraße,Pank,mittel *,2,2,2,2,2
Tollkirschenweg,TrKö,mittel,1,0,1,1,1
Tolstoistraße,MaHe,mittel,1,0,1,1,1
Tom-Sawyer-Weg,StZe,gut,1,0,1,1,1
Tomatenweg,Pank,einfach,1,0,1,1,1
Tongrubenweg,TrKö,mittel,1,0,1,1,1
Toni-Lessler-Straße,ChWi,gut,1,0,1,1,1
Tonstichweg,Rein,mittel,1,0,1,1,1
Tonweg,Pank,einfach,7,7,7,7,7
Tonweg,Pank,einfach *,1,1,1,1,1
Topeliusweg,Span,mittel,1,0,1,1,1
Topsstraße,Pank,gut,31,31,31,31,31
Topsstraße,Pank,gut *,3,3,3,3,3
Torellstraße,FrKr,mittel,1,0,1,1,1
Torfstraße,Mitt,einfach,20,20,20,20,20
Torfstraße,Mitt,einfach *,1,1,1,1,1
Torgauer Straße,MaHe,mittel,1,0,1,1,1
Torgauer Straße,TSch,einfach,2,2,2,2,2
Torgauer Straße,TSch,einfach *,31,31,31,31,31
Torgelowweg,Neuk,einfach,35,35,35,35,0
Torgelowweg,Neuk,mittel,33,33,33,33,0
Tornower Weg,Rein,einfach,16,16,16,16,16
Tornower Weg,Rein,mittel,30,30,30,30,30
Tornower Weg,Rein,mittel *,3,3,3,3,3
Torstraße,Mitt,gut,1,1,1,1,1
Torstraße,Mitt,mittel,1,1,1,1,1
Torstraße,Mitt,mittel *,363,363,363,363,363
Torstraße,Pank,gut,2,2,2,2,2
Torstraße,Pank,gut *,67,67,67,67,67
Torstraße,Pank,mittel *,15,15,15,15,15
Torweg,Span,einfach,358,358,358,358,358
Torweg,Span,einfach *,4,4,4,4,4
Torweg,Span,einfach*,2,2,2,2,2
Totilastraße,TSch,mittel,68,68,68,68,68
Totilastraße,TSch,mittel *,5,5,5,5,5
Totilastraße,TSch,mittel*,1,1,1,1,1
Toulonstraße,Pank,einfach,4,4,4,4,4
Toulonstraße,Pank,mittel,4,4,4,4,4
Tourcoing Straße,Mitt,einfach,1,0,1,1,1
Trabener Straße,ChWi,gut,152,152,152,152,152
Trabener Straße,ChWi,gut *,16,16,16,16,16
Trabener Weg,Span,mittel,14,14,14,14,14
Trabener Weg,Span,mittel *,3,3,3,3,3
Traberweg,Lich,gut,64,64,64,64,64
Traberweg,Lich,gut *,1,1,1,1,1
Traberweg,Lich,mittel,1,1,1,1,1
Trachenbergring,StZe,einfach,128,128,128,128,128
Trachenbergring,StZe,einfach *,33,33,33,33,33
Trachenbergring,TSch,einfach,21,21,21,21,21
Trachenbergring,TSch,einfach *,1,1,1,1,1
Trachtenbrodtstraße,Pank,mittel,1,0,1,1,1
Traegerstraße,TSch,mittel,8,8,8,8,8
Traegerstraße,TSch,mittel *,5,5,5,5,5
Trakehner Allee,ChWi,mittel,1,0,1,1,1
Trampenauer Steig,Rein,mittel,1,0,1,1,1
Tramper Weg,Rein,mittel,6,6,6,6,6
Tramper Weg,Rein,mittel *,1,1,1,1,1
Transvaalstraße,Mitt,einfach,2,2,2,2,2
Transvaalstraße,Mitt,einfach *,46,46,46,46,46
Trappenpfad,Neuk,einfach,1,0,1,1,0
Trarbacher Straße,Pank,mittel,19,19,19,19,19
Trarbacher Straße,Pank,mittel *,4,4,4,4,4
Traudelstraße,TrKö,mittel,60,60,60,60,60
Traudelstraße,TrKö,mittel *,6,6,6,6,6
Traunsteiner Straße,TSch,mittel,7,7,7,7,7
Traunsteiner Straße,TSch,mittel *,3,3,3,3,3
Trautenauer Straße,Lich,gut,11,11,11,11,11
Trautenauer Straße,Lich,gut *,2,2,2,2,2
Trautenauer Straße,Lich,mittel,25,25,25,25,25
Trautenaustraße,ChWi,gut,22,22,22,22,22
Trautenaustraße,ChWi,gut *,1,1,1,1,1
Travemünder Straße,Mitt,einfach,1,0,1,1,1
Travestraße,FrKr,mittel,2,2,2,2,2
Travestraße,FrKr,mittel *,2,2,2,2,2
Trebbiner Straße,FrKr,einfach,1,0,1,1,1
Treffurter Straße,Lich,mittel,22,22,22,22,22
Treffurter Straße,Lich,mittel*,52,52,52,52,52
Treiberpfad,Rein,mittel,1,0,1,1,1
Treibjagdweg,StZe,gut,1,0,1,1,1
Treitschkestraße,StZe,gut,1,0,1,1,1
Trelleborger Straße,Pank,mittel,172,172,172,172,172
Trelleborger Straße,Pank,mittel *,2,2,2,2,2
Trendelenburgstraße,ChWi,gut,9,9,9,9,9
Trendelenburgstraße,ChWi,gut *,2,2,2,2,2
Trepliner Weg,Rein,einfach,1,0,1,1,1
Treppendorfer Weg,TrKö,mittel,1,0,1,1,1
Treptower Straße,Neuk,einfach,16,16,16,16,0
Treptower Straße,Neuk,einfach *,68,68,68,68,0
Treptower Straße,TrKö,einfach,1,1,1,1,1
Treptower Straße,TrKö,einfach *,4,4,4,4,4
Treseburger Straße,ChWi,einfach,1,0,1,1,1
Treseburger Straße,Pank,mittel,49,49,49,49,49
Treseburger Straße,Pank,mittel *,4,4,4,4,4
Treseburger Straße,Pank,mittel*,1,1,1,1,1
Treseburger Ufer,Neuk,einfach,11,11,11,11,0
Treseburger Ufer,Neuk,einfach *,1,1,1,1,0
Treskowallee,Lich,gut,6,6,6,6,6
Treskowallee,Lich,gut *,232,232,232,232,232
Treskowallee,Lich,mittel *,57,57,57,57,57
Treskowallee,TrKö,einfach,2,2,2,2,2
Treskowallee,TrKö,einfach *,90,90,90,90,90
Treskowstraße,MaHe,mittel,96,96,96,96,96
Treskowstraße,MaHe,mittel *,38,38,38,38,38
Treskowstraße,MaHe,mittel*,3,3,3,3,3
Treskowstraße,Rein,gut,1,0,1,1,1
Treskowstraße,TrKö,mittel,1,0,1,1,1
Treskowstraße (Heind),Pank,mittel,32,32,32,32,32
Treskowstraße (Heind),Pank,mittel *,1,1,1,1,1
Treskowstraße (Nieds),Pank,gut,32,32,32,32,32
Treskowstraße (Nieds),Pank,mittel,33,33,33,33,33
Trettachzeile,Rein,einfach,1,0,1,1,1
Treuchtlinger Straße,TSch,gut,1,0,1,1,1
Treuenbrietzener Straße,Rein,einfach,38,38,38,38,38
Treuenbrietzener Straße,Rein,einfach *,15,15,15,15,15
Treutelstraße,Rein,mittel,1,0,1,1,1
Triberger Straße,ChWi,gut,7,7,7,7,7
Triberger Straße,ChWi,gut *,3,3,3,3,3
Trienter Straße,Pank,gut,11,11,11,11,11
Trienter Straße,Pank,mittel,9,9,9,9,9
Trienter Straße,Pank,mittel *,1,1,1,1,1
Trierer Straße,Pank,mittel,1,0,1,1,1
Triftstraße,Mitt,einfach,46,46,46,46,46
Triftstraße,Mitt,einfach *,2,2,2,2,2
Triftstraße,Rein,einfach *,3,3,3,3,3
Triftstraße,Rein,mittel,7,7,7,7,7
Triftstraße,Rein,mittel *,42,42,42,42,42
Triftstraße,Span,einfach,1,0,1,1,1
Triftstraße (Blanb),Pank,mittel,55,55,55,55,55
Triftstraße (Blanb),Pank,mittel*,107,107,107,107,107
Triftstraße (FrzBu),Pank,mittel,15,15,15,15,15
Triftstraße (FrzBu),Pank,mittel*,62,62,62,62,62
Triglawstraße,TrKö,mittel,1,0,1,1,1
Trimbacher Straße,Neuk,einfach,1,0,1,1,0
Trinidadweg,Span,mittel,1,0,1,1,1
Triniusstraße,Rein,mittel,15,15,15,15,15
Triniusstraße,Rein,mittel *,1,1,1,1,1
Triniusstraße,TrKö,mittel,9,9,9,9,9
Triniusstraße,TrKö,mittel *,3,3,3,3,3
Trippsteinstraße,StZe,mittel,150,150,150,150,150
Trippsteinstraße,TSch,mittel,3,3,3,3,3
Tristanstraße,StZe,gut,1,0,1,1,1
Trojanstraße,TrKö,mittel,4,4,4,4,4
Trojanstraße,TrKö,mittel *,4,4,4,4,4
Trollblumenweg,Neuk,mittel,46,46,46,46,0
Trollblumenweg,Neuk,mittel *,9,9,9,9,0
Tromsöer Straße,Mitt,einfach,2,2,2,2,2
Tromsöer Straße,Mitt,einfach *,1,1,1,1,1
Tronjepfad,Pank,mittel,1,0,1,1,1
Tropfsteinweg,Neuk,einfach,80,80,80,80,0
Tropfsteinweg,Neuk,mittel,44,44,44,44,0
Troppauer Straße,StZe,gut,1,0,1,1,1
Trusetaler Straße,MaHe,einfach,50,50,50,50,50
Trusetaler Straße,MaHe,mittel,83,83,83,83,83
Truseweg,Neuk,einfach,1,0,1,1,0
Truthahnweg,Neuk,einfach,7,7,7,7,0
Truthahnweg,Neuk,mittel,14,14,14,14,0
Tränkeweg,Neuk,einfach,1,0,1,1,0
Trützschlerstraße,TrKö,mittel,29,29,29,29,29
Trützschlerstraße,TrKö,mittel *,3,3,3,3,3
Tschaikowskistraße,Pank,gut,94,94,94,94,94
Tschaikowskistraße,Pank,gut *,22,22,22,22,22
Tschudistraße,MaHe,mittel,1,0,1,1,1
Tubaweg,Pank,mittel,1,0,1,1,1
Tuchmacherweg,Pank,mittel,1,0,1,1,1
Tuchollaplatz,Lich,mittel,1,0,1,1,1
Tucholskystraße,Mitt,gut,54,54,54,54,54
Tucholskystraße,Mitt,gut*,2,2,2,2,2
Tucholskystraße,Mitt,mittel,6,6,6,6,6
Tucholskystraße,Mitt,mittel*,27,27,27,27,27
Tullaweg,TSch,mittel,1,0,1,1,1
Tulpenstraße,StZe,gut,41,41,41,41,41
Tulpenstraße,StZe,gut*,1,1,1,1,1
Tulpenweg,TrKö,mittel,1,0,1,1,1
Tunnelstraße,FrKr,gut,1,0,1,1,1
Turfweg,Neuk,einfach,1,0,1,1,0
Turiner Straße,Mitt,einfach,92,92,92,92,92
Turiner Straße,Mitt,einfach *,4,4,4,4,4
Turmfalkenstraße,Rein,mittel,126,126,126,126,126
Turmfalkenstraße,Rein,mittel *,1,1,1,1,1
Turmfalkenstraße,Rein,mittel*,1,1,1,1,1
Turmstraße,Mitt,einfach,3,3,3,3,3
Turmstraße,Mitt,einfach *,85,85,85,85,85
Turmstraße,Mitt,mittel,1,1,1,1,1
Turmstraße,Mitt,mittel*,3,3,3,3,3
Tuttlinger Weg,StZe,mittel,3,3,3,3,3
Tuttlinger Weg,StZe,mittel *,39,39,39,39,39
Tutzinger Straße,TSch,mittel,1,0,1,1,1
Tuxer Steig,StZe,mittel,1,0,1,1,1
Tychyer Straße,MaHe,mittel*,1,0,1,1,1
Täubchenstraße,StZe,gut,1,0,1,1,1
Tödiweg,TSch,mittel,72,72,72,72,72
Tödiweg,TSch,mittel *,1,1,1,1,1
Tölzer Straße,ChWi,gut,1,0,1,1,1
Töpchiner Weg,Neuk,einfach,54,54,54,54,0
Töpchiner Weg,Neuk,einfach *,61,61,61,61,0
Töpchiner Weg,TSch,mittel,23,23,23,23,23
Töpchiner Weg,TSch,mittel *,157,157,157,157,157
TöpchinerWeg,TSch,mittel,1,1,1,1,1
TöpchinerWeg,TSch,mittel*,3,3,3,3,3
Töpferweg,Neuk,mittel,1,0,1,1,0
Töpperweg,Pank,einfach,22,22,22,22,22
Töpperweg,Pank,einfach *,1,1,1,1,1
Tübinger Straße,ChWi,gut,9,9,9,9,9
Tübinger Straße,ChWi,gut *,1,1,1,1,1
Türkenstraße,Mitt,einfach,24,24,24,24,24
Türkenstraße,Mitt,einfach *,2,2,2,2,2
Türksteinweg,StZe,gut,1,0,1,1,1
Türrschmidtstraße,Lich,mittel,7,7,7,7,7
