,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²
2125,"1.100 €, 84 m², 3 Room(s)",https://www.immobilienscout24.de/expose/115159998,1100.0,,,1340.0,4000.00,,84.0,3,,,,,,,,,,,,,,"Fronhoferstraße 11, 12165 Berlin, Steglitz (Steglitz)",Fronhoferstraße,12165 Berlin,Steglitz (Steglitz),11,Steglitz,13.095238095238095
2126,modernisierte Altbauwohnung 2-Zimmer im EG,https://www.immobilienscout24.de/expose/115163080,699.0,150.0,0.0,849.0,4000.00,0,50.2,2,,,,,1910.0,,,,,,Bedarfsausweis,,Helvetica Services GmbH Kantstr. 115 10627 Berlin,"Hermannstr. 63, 12049 Berlin, Neukölln (Neukölln)",Hermannstr.,12049 Berlin,Neukölln (Neukölln),63,Neukölln,13.92430278884462
2127,+YOU ARE READY TO BERLIN-NEW LIFESTYLE IN KREUZBERG+,https://www.immobilienscout24.de/expose/115165819,1156.44,217.49,160.69,1534.62,3469.32,8 von 11,93.01,3,3.0,1.0,True,,1964.0,2019.0,Erstbezug,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,Bärlin Housing GmbH 10711 Berlin,"Mehringdamm 128, 10965 Berlin, Kreuzberg (Kreuzberg)",Mehringdamm,10965 Berlin,Kreuzberg (Kreuzberg),128,Kreuzberg,12.433501774002796
2128,+LIVE&LIVESTYLE in BERLINs-EUROPE-CITY-SINGLE LIVING+,https://www.immobilienscout24.de/expose/115166746,675.0,48.6,50.0,773.6,2025,4 von 6,27.0,1,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Bärlin Housing GmbH 10711 Berlin,"Otto-Weidt-Platz 12, 10557 Berlin, Britz (Neukölln)",Otto-Weidt-Platz,10557 Berlin,Britz (Neukölln),12,Britz,25.0
2129,3-Zimmer Dachgeschosswohnung mit Terrasse,https://www.immobilienscout24.de/expose/115163065,1050.0,289.0,0.0,1339.0,Kaution: 3150.00,4,100.0,3,,,,,1918.0,,Vollständig renoviert,,Gas,,Bedarfsausweis,,Helvetica Services GmbH Kantstr. 115 10627 Berlin,"Halskesteig 7, 13629 Berlin, Siemensstadt (Spandau)",Halskesteig,13629 Berlin,Siemensstadt (Spandau),7,Siemensstadt,10.5
2130,Pankepark - Townhouse mit Garten in Mitte,https://www.immobilienscout24.de/expose/115167135,3499.0,300.0,0.0,3799.0,8900,,176.8,5,4.0,2.0,,True,,2014.0,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,ALEPA Real Estate GmbH Tauentzienstraße 6 10789 Berlin,"Am Panke Park 33, 10115 Berlin, Mitte (Mitte)",Am Panke Park,10115 Berlin,Mitte (Mitte),33,Mitte,19.790723981900452
2131,"3 Zimmer, großes Wannenbad, Wintergarten, Einbauküche!",https://www.immobilienscout24.de/expose/115170817,652.91,225.87,0.0,878.78,Kaution: 1958.00,3,80.21,3,,,,True,1997.0,,Gepflegt,Fernwärme,Fernwärme,,Verbrauchsausweis,,Deutsche Wohnen Gruppe,"Zum Kappgraben 16, 13125 Berlin, Karow (Weißensee)",Zum Kappgraben,13125 Berlin,Karow (Weißensee),16,Karow,8.140007480364044
2132,Schöne 2-Zimmer-Einliegerwohnung in Friedrichshagen,https://www.immobilienscout24.de/expose/115101631,600.0,150.0,0.0,750.0,1800,2 von 2,60.0,2,,1.0,,True,1993.0,,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,"12587 Berlin, Friedrichshagen (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12587 Berlin,Friedrichshagen (Köpenick),,Friedrichshagen,10.0
2133,charmante 2-Zimmer-Maisonette mit Balkon im Kultkiez,https://www.immobilienscout24.de/expose/115120220,887.6,107.78,95.1,1090.48,3 Nettokaltmieten,5 von 6,63.4,2,2.0,1.0,,,1910.0,,Gepflegt,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,Mittelpunkt Immobilien Consult GmbH Scharnweberstr. 2 13405 Berlin,"Müggelstraße 13, 10247 Berlin, Friedrichshain (Friedrichshain)",Müggelstraße,10247 Berlin,Friedrichshain (Friedrichshain),13,Friedrichshain,14.0
2134,Mittendrin - Schöneberg Berlin,https://www.immobilienscout24.de/expose/115107325,1700.0,350.0,0.0,2050.0,4000,3 von 5,112.0,3,,1.0,True,True,,,,Gas-Heizung,,,,,,"Goltzstr 13 b, 10781 Berlin, Schöneberg (Schöneberg)",Goltzstr,10781 Berlin,Schöneberg (Schöneberg),13,Schöneberg,15.178571428571429
2135,Super große Familienwohnung mit Gäste-WC!,https://www.immobilienscout24.de/expose/115127206,899.0,253.0,0.0,1152.0,Kaution: 2697.00,2,86.09,4,,,,True,1996.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Henny-Porten-Str. 10, 12627 Berlin, Hellersdorf (Hellersdorf)",Henny-Porten-Str.,12627 Berlin,Hellersdorf (Hellersdorf),10,Hellersdorf,10.44256011151121
2136,"Ab Februar 2020! Familienwohnung mit Balkon, Aufzug und EBK!",https://www.immobilienscout24.de/expose/115127209,729.0,160.0,0.0,889.0,Kaution: 2187.00,2,67.35,3,,,True,True,1984.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Randowstraße 2, 13057 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)",Randowstraße,13057 Berlin,Neu-Hohenschönhausen (Hohenschönhausen),2,Neu-Hohenschönhausen,10.824053452115814
2137,Große Familienwohnung mit Balkon und Aufzug!,https://www.immobilienscout24.de/expose/115127216,729.0,170.0,0.0,899.0,Kaution: 2187.00,7,71.2,3,,,True,True,1984.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Wustrower Straße 15, 13051 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)",Wustrower Straße,13051 Berlin,Neu-Hohenschönhausen (Hohenschönhausen),15,Neu-Hohenschönhausen,10.238764044943819
2138,"Helle, große Familienwohnung in Tegel, mit großer Terrasse!",https://www.immobilienscout24.de/expose/115127236,879.0,220.0,0.0,1079.0,Kaution: 2577.00,0,72.22,3,,,,,1995.0,,Modernisiert,Zentralheizung,Gas,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Bernauer Straße 98, 13507 Berlin, Tegel (Reinickendorf)",Bernauer Straße,13507 Berlin,Tegel (Reinickendorf),98,Tegel,12.171143727499308
2139,"Sehr besonders und chic: 3-Zi. Dachterr.-Traumwhg.! Sonnig, Eichendielen, Fußbodenhzg.- fast fertig!",https://www.immobilienscout24.de/expose/115133044,2199.0,200.0,150.0,2549.0,3 NKM,6 von 6,143.13,3,1.0,1.0,True,,1900.0,2019.0,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,98.6,REALINVEST IMMOBILIEN GMBH Kurfürstendamm 194 10707 Berlin,"Wilhelmshavener Str. 32, 10551 Berlin, Tiergarten (Tiergarten)",Wilhelmshavener Str.,10551 Berlin,Tiergarten (Tiergarten),32,Tiergarten,15.363655418151332
2140,2 Zimmer Altbau mit EBK und Dielen in Pankow-Rosenthal,https://www.immobilienscout24.de/expose/115134669,813.05,145.0,0.0,958.05,2439.15,0 von 4,69.0,2,1.0,1.0,,True,1910.0,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,"Heegermühler Weg 33, 13158 Berlin, Niederschönhausen (Pankow)",Heegermühler Weg,13158 Berlin,Niederschönhausen (Pankow),33,Niederschönhausen,11.783333333333333
2141,"Happy live on 66.60 square meters! Daylight bathroom, balcony + fitted kitchen",https://www.immobilienscout24.de/expose/115136497,1158.84,133.2,66.6,1358.64,2318,2 von 5,66.6,2,1.0,2.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.4
2142,Möblierte 2 Zimmer Wohnung mit Balkon in zentraler Neuköllner Lage,https://www.immobilienscout24.de/expose/115130815,829.0,140.0,30.0,999.0,3 Nettokaltmieten,2 von 4,69.1,2,1.0,1.0,,True,1904.0,,Gepflegt,Zentralheizung,Erdgas leicht,,,,IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Schöneweider Straße 10, 12055 Berlin - Neukölln, Neukölln (Neukölln)",Schöneweider Straße,12055 Berlin - Neukölln,Neukölln (Neukölln),10,Neukölln,11.997105643994212
2143,"Großzügige 2-Zi., 2 Dachterr.-Traumwhg.-sehr chic! Sonnig, Eichendielen, Fußbodenhzg. - fast fertig!",https://www.immobilienscout24.de/expose/115135467,1599.0,135.0,100.0,1834.0,3 NKM,6 von 6,100.93,2,1.0,1.0,True,,1900.0,2019.0,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,98.6,REALINVEST IMMOBILIEN GMBH Kurfürstendamm 194 10707 Berlin,"Wilhelmshavener Str. 32, 10551 Berlin, Tiergarten (Tiergarten)",Wilhelmshavener Str.,10551 Berlin,Tiergarten (Tiergarten),32,Tiergarten,15.842663231942929
2144,"Glücklich wohnen auf 66,60qm! Tageslichtbad, Balkon + EBK",https://www.immobilienscout24.de/expose/115136499,1158.84,133.2,66.6,1358.64,2318,2 von 5,66.6,2,1.0,2.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.4
2145,Zum Erstbezug! 2 Zi.- Whg. mit Balkon + EBK,https://www.immobilienscout24.de/expose/115136581,1157.11,132.62,66.31,1356.04,2315,2 von 5,66.31,2,1.0,2.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.45000754034082
2146,For first-time occupation! 2 room apartments with balcony + Fitted kitchen,https://www.immobilienscout24.de/expose/115136583,1157.11,132.62,66.31,1356.04,2315,2 von 5,66.31,2,1.0,2.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.45000754034082
2147,"Traumhaft wohnen zum Erstbezug, mit Balkon und EBK",https://www.immobilienscout24.de/expose/115136737,1133.65,129.56,64.78,1327.99,2268,2 von 5,64.78,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.5
2148,"Dreamlike living for first-time occupation, with balcony and fitted kitchen",https://www.immobilienscout24.de/expose/115136738,1133.65,129.56,64.78,1327.99,2268,2 von 5,64.78,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.5
2149,"Freude auf 66,66qm! mit Balkon, EBK zum Erstbezug",https://www.immobilienscout24.de/expose/115136875,1159.88,133.32,66.66,1359.86,2320,2 von 5,66.66,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.399939993999403
2150,Wundervoller Dachgeschoss-Erstbezug zwischen Bergmannkiez und Tempelhofer Feld!,https://www.immobilienscout24.de/expose/115138122,2928.24,201.72,162.68,3292.64,8784.72,5 von 5,162.68,4,3.0,2.0,True,,2019.0,,Erstbezug,Öl-Heizung,Öl,liegt vor,Verbrauchsausweis,168.0,GEKIS Verwaltungsgesellschaft mbH Fasanenstraße 35 10719 Berlin,"Heimstraße 12, 10965 Berlin, Kreuzberg (Kreuzberg)",Heimstraße,10965 Berlin,Kreuzberg (Kreuzberg),12,Kreuzberg,17.999999999999996
2151,Provisionsfrei! Charmante 2-Zi-Dachgeschoss Wohnung in Treptow,https://www.immobilienscout24.de/expose/114991381,870.0,165.0,120.0,1155.0,3 Monatsmieten,4 von 4,91.48,2,1.0,1.0,,True,,,Vollständig renoviert,Zentralheizung,,,,,Müller-Spreer AG,"Behringstrasse 2, 12437 Berlin, Baumschulenweg (Treptow)",Behringstrasse,12437 Berlin,Baumschulenweg (Treptow),2,Baumschulenweg,9.510275470048098
2152,Wohnen auf höchstem Niveau - Erstbezug in eine hochwertig sanierte 3-Zi Stuck-Altbau-Whg mit Balkon,https://www.immobilienscout24.de/expose/115098525,1500.0,400.0,0.0,1900.0,4500.-,4 von 5,105.0,3,3.0,2.0,True,True,1908.0,2020.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,"12167 berlin, Steglitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12167 berlin,Steglitz (Steglitz),,Steglitz,14.285714285714286
2153,"Joy on 66.66sqm! with balcony, fitted kitchen and first-time occupation",https://www.immobilienscout24.de/expose/115136879,1159.88,133.32,66.66,1359.86,2320,2 von 5,66.66,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",Heidestraße,10557 Berlin,Tiergarten (Tiergarten),19,Tiergarten,17.399939993999403
2154,"Top-sanierte, familiengeeignete 5-Zi-Wohnung mit Parkett und neuen Bädern",https://www.immobilienscout24.de/expose/114993814,2000.0,280.0,,2280.0,3 NKM,1 von 2,146.0,5,3.0,2.0,,,1900.0,2019.0,Erstbezug nach Sanierung,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Signus Immobilien GmbH Katharinenstr. 12 10711 Berlin,"Berliner Str. 65, 10713 Berlin, Wilmersdorf (Wilmersdorf)",Berliner Str.,10713 Berlin,Wilmersdorf (Wilmersdorf),65,Wilmersdorf,13.698630136986301
2155,"ERSTBEZUG, NEUBAU 2019, TERRASSE, Charlottenburg!!!",https://www.immobilienscout24.de/expose/114995952,1550.0,250.0,0.0,1800.0,3 Nettokaltmieten,3,85.0,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,,,,,"Kleinecke, Erste Mitwohnzentrale e. K. Sybelstr. 52-53 10629 Berlin","14059 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14059 Berlin,Charlottenburg (Charlottenburg),,Charlottenburg,18.235294117647058
2156,"4 Zimmer +Balkon +Badewanne +Wohnküche, ab 15.01.2020; Friedenau/Schöneberg",https://www.immobilienscout24.de/expose/114996742,1600.0,200.0,130.0,1930.0,4800,4 von 3,128.0,4,3.0,2.0,,,2012.0,2012.0,Modernisiert,Fernwärme,Fernwärme,,,,Renate Nikolay Immobilien u. Finanzdienstleistungen,"Cranachstr. 50, 12157 Berlin, Schöneberg (Schöneberg)",Cranachstr.,12157 Berlin,Schöneberg (Schöneberg),50,Schöneberg,12.5
2157,Vollmöblierte Wohnung am Lokdepot!,https://www.immobilienscout24.de/expose/115025698,1799.0,450.0,0.0,2249.0,5397,3 von 5,115.0,3,2.0,2.0,True,True,2016.0,,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,Living in Berlin e.K. Hönower Straße 72 12623 Berlin,"Am Lokdepot 13, 10965 Berlin, Kreuzberg (Kreuzberg)",Am Lokdepot,10965 Berlin,Kreuzberg (Kreuzberg),13,Kreuzberg,15.643478260869566
2158,Schönes Reihenendhaus in Rosenthal (Pankow) mit Garten und Terrasse,https://www.immobilienscout24.de/expose/115045683,1475.0,133.0,,1608.0,3 NKM,0 von 2,113.0,"5,5",3.0,2.0,,True,2020.0,2020.0,Erstbezug,Fußbodenheizung,Umweltwärme,liegt vor,Bedarfsausweis,,,"Hauptstr. 169 K-N, 13158 Berlin, Rosenthal (Pankow)",Hauptstr.,13158 Berlin,Rosenthal (Pankow),169,Rosenthal,13.053097345132743
2159,Bezugsfrei! 2-Zimmer-Neubau-Wohnung mit Süd-Balkon in Köpenick,https://www.immobilienscout24.de/expose/115072589,726.63,121.17,0.0,847.8,2179.89,2 von 5,55.2,2,2.0,1.0,True,,2015.0,,Neuwertig,Fernwärme,Nahwärme,liegt vor,Bedarfsausweis,,DICK Immobilienmanagement e.K. EUREF-Campus 13 10829 Berlin,"Adlershofer Straße 1, 12557 Berlin, Köpenick (Köpenick)",Adlershofer Straße,12557 Berlin,Köpenick (Köpenick),1,Köpenick,13.163586956521739
2160,Hell und top ausgestattet - nur einen Katzensprung zum Ku'damm,https://www.immobilienscout24.de/expose/115073140,2300.0,350.0,0.0,2650.0,6900.00,4 von 6,123.0,3,2.0,2.0,True,True,2010.0,,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,haufe immobilien Douglasstraße 5 14193 Berlin,"Dahlmannstr. 8, 10629 Berlin, Charlottenburg (Charlottenburg)",Dahlmannstr.,10629 Berlin,Charlottenburg (Charlottenburg),8,Charlottenburg,18.69918699186992
2161,Wohnglück pur - ruhig gelegen & frisch saniert,https://www.immobilienscout24.de/expose/115086863,706.19,100.0,38.0,844.19,211857,,47.51,"1,5",,,,True,1962.0,,,Zentralheizung,"Gas, Strom",,Bedarfsausweis,,Vonovia SE . Postfach 44784 Bochum,"Walter-Linse-Str. 7 B, 12203 Berlin, Lichterfelde (Steglitz)",Walter-Linse-Str.,12203 Berlin,Lichterfelde (Steglitz),7,Lichterfelde,14.864028625552518
2162,Barrierearme Wohnung mit Südbalkon an der Altstadt Köpenick,https://www.immobilienscout24.de/expose/115088931,900.0,169.26,0.0,1069.26,2700.00,4 von 5,60.45,2,1.0,1.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)",Landjägerstraße,12555 Berlin,Köpenick (Köpenick),23,Köpenick,14.88833746898263
2163,"Beste Lage Wilhelmstadt! Erstbezug nach Mod.! Hervorragende 5 Zi. im 2. OG mit Parkett, EBK, Balkon",https://www.immobilienscout24.de/expose/114993450,1557.0,165.0,127.0,1849.0,4671,2 von 4,127.05,5,4.0,1.0,,True,1929.0,2019.0,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,DOMINO ImmobilienAgentur Helge Grüß Große-Leege-Str. 97/98 13055 Berlin,"Straßburger Str. 30, 13581 Berlin, Spandau (Spandau)",Straßburger Str.,13581 Berlin,Spandau (Spandau),30,Spandau,12.255017709563164
2164,Helle Neubauwohnung mit großer Dachterrasse!,https://www.immobilienscout24.de/expose/115089202,1095.0,160.0,0.0,1255.0,3285.00,6,57.93,2,1.0,1.0,True,True,2018.0,,Modernisiert,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,"Siegfried-Hirschmann-Park 10, 10245 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)",Siegfried-Hirschmann-Park,10245 Berlin / Friedrichshain,Friedrichshain (Friedrichshain),10,Friedrichshain,18.902123252200933
2165,Barrierefreie Wohnung mit Aufzug und bodengleicher Dusche an der Altstadt Köpenick,https://www.immobilienscout24.de/expose/115089091,670.0,131.1,0.0,801.1,2010.00,2 von 5,46.82,1,,1.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)",Landjägerstraße,12555 Berlin,Köpenick (Köpenick),23,Köpenick,14.310123878684323
2166,Sonniges Dachstudio mit 270°-Blick bis zu den Müggelbergen,https://www.immobilienscout24.de/expose/115089246,750.0,136.05,0.0,886.05,2250.00,5 von 5,48.59,1,,1.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)",Landjägerstraße,12555 Berlin,Köpenick (Köpenick),23,Köpenick,15.435274747890512
2167,++Traumhafte Wohnung in Stadtvilla++Wohnberechtigungsschein (WBS) für 2 Räume erforderlich++,https://www.immobilienscout24.de/expose/115090640,432.53,247.0,0.0,679.53,1297.59,2,59.72,2,,,,True,1984.0,,Gepflegt,Zentralheizung,Öl,,Verbrauchsausweis,,domega immobilien & marketing gmbh Bundesallee 66 12161 Berlin,"Buckower Damm 193, 12349 Berlin, Buckow (Neukölln)",Buckower Damm,12349 Berlin,Buckow (Neukölln),193,Buckow,7.242632283991962
2168,"Attraktive, sanierte 3-Zimmer-Hochparterre-Wohnung zur Miete in Rosenthal (Pankow), Berlin",https://www.immobilienscout24.de/expose/115092074,795.7,200.0,0.0,995.7,1297.59,,85.12,3,,1.0,,,1900.0,,Saniert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,188.4,,"Angerweg 50, 13158 Berlin, Rosenthal (Pankow)",Angerweg,13158 Berlin,Rosenthal (Pankow),50,Rosenthal,9.347979323308271
2169,Ihre 3-Zimmer-Wohnung im Erstbezug ab Februar,https://www.immobilienscout24.de/expose/115089999,1150.0,230.05,0.0,1380.05,3450.00,4 von 5,82.16,3,2.0,2.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 21, 12555 Berlin, Köpenick (Köpenick)",Landjägerstraße,12555 Berlin,Köpenick (Köpenick),21,Köpenick,13.997078870496592
2170,Wandeln auf den Spuren von Rainer Maria Rilke.,https://www.immobilienscout24.de/expose/115092556,890.0,155.0,,1045.0,18000,0 von 4,66.0,2,,1.0,,,1908.0,,,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Zenhomes GmbH,"Hundekehlestraße 11, 14199 Berlin, Schmargendorf (Wilmersdorf)",Hundekehlestraße,14199 Berlin,Schmargendorf (Wilmersdorf),11,Schmargendorf,13.484848484848484
2171,"Wohnung, 2 Zimmer am S-Bahnhof Grünau",https://www.immobilienscout24.de/expose/115097791,612.0,122.0,66.0,800.0,1836,1 von 1,51.0,2,1.0,1.0,,,,,Vollständig renoviert,Zentralheizung,Gas,liegt zur Besichtigung vor,,,Inseriert auf ohne-makler.net,"Richterstr. 9, 12526 Berlin, Bohnsdorf (Treptow)",Richterstr.,12526 Berlin,Bohnsdorf (Treptow),9,Bohnsdorf,12.0
2172,"Bestlage Johannisthal, 2 Zimmerwohnung mit Balkon!!",https://www.immobilienscout24.de/expose/114948014,750.0,110.0,0.0,970.0,2250.00,2 von 3,60.0,2,1.0,1.0,,,1900.0,2014.0,Saniert,,Öl,liegt vor,Bedarfsausweis,,Klarholz Immobilien Wexstr. 23 10715 Berlin,"Winckelmannstraße 43, 12487 Berlin, Johannisthal (Treptow)",Winckelmannstraße,12487 Berlin,Johannisthal (Treptow),43,Johannisthal,12.5
2173,"Ruhige, möblierte Altbauwohnung im Gartenhaus",https://www.immobilienscout24.de/expose/114950293,480.0,55.0,35.0,570.0,1440,3 von 4,29.0,1,1.0,1.0,,True,1904.0,2015.0,Modernisiert,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Hausverwaltung L,"Emdener Strasse 56, 10551 Berlin, Tiergarten (Tiergarten)",Emdener Strasse,10551 Berlin,Tiergarten (Tiergarten),56,Tiergarten,16.551724137931036
2174,"Einzelapartment im Studio B (Studenten, Azubis und young professionals)",https://www.immobilienscout24.de/expose/114959551,617.0,108.0,,725.0,3 Monatsmieten,9,30.87,1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Wadzeckstraße,10178 Berlin,Mitte (Mitte),4,Mitte,19.987042436022026
2175,Möblierter und hochwertig sanierter Altbau in Kiezlage !,https://www.immobilienscout24.de/expose/114963720,1377.0,120.0,,1497.0,4131.00,4 von 4,76.5,2,1.0,1.0,,True,1900.0,,Saniert,Etagenheizung,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Hagenauer Straße 3, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Hagenauer Straße,10435 Berlin,Prenzlauer Berg (Prenzlauer Berg),3,Prenzlauer Berg,18.0
2176,"Einziehen mit WBS, Wohnen in verkehrsgünstiger grüner Lage",https://www.immobilienscout24.de/expose/114951115,560.63,261.8,0.0,822.43,4131.00,3,73.97,3,,,,,1997.0,,,Fernwärme,,,Verbrauchsausweis,,Deutsche Wohnen Gruppe,"Schillerstr. 3A, 13156 Berlin, Niederschönhausen (Pankow)",Schillerstr.,13156 Berlin,Niederschönhausen (Pankow),3,Niederschönhausen,7.5791537109639044
2177,Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/114964805,807.19,89.69,67.27,964.15,2xNKM,4 von 8,44.84,1,1.0,1.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)",Hasenheide,10967 Berlin,Neukölln (Neukölln),74,Neukölln,18.00156110615522
2178,"Willkommen Studenten & Azubis, Einzelappartement frei ab 01.April.2020",https://www.immobilienscout24.de/expose/114964578,560.0,99.0,,659.0,3 Monatskaltmieten,2,28.18,1,,,True,True,2017.0,,,,,liegt zur Besichtigung vor,,,Immobilienverwaltung Riebeling GmbH,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)",Alex-Wedding-Straße,10178 Berlin,Mitte (Mitte),3,Mitte,19.8722498225692
