Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Typ,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Badezimmer,Balkon/ Terrasse,Personenaufzug,Wohnberechtigungsschein erforderlich,Baujahr,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Anbieter,Adreese
Vollmöbliert - Tolle 55 qm Wohnung mit Balkon im Herzen von Tempelhof,https://www.immobilienscout24.de/expose/115513626,1.450 €,0 €,inkl. 0 €,1.450 €,2 Monatsmieten,,1 von 4,55 m²,01.02.2020,2,1,True,True,,1973,Zentralheizung,Gas,liegt zur Besichtigung vor,,immOperation Biliza & Streller GbR Hausburgstr. 6 10249 Berlin,"Friedrich-Wilhelm-Str. 29, 12103 Berlin, Tempelhof (Tempelhof)"
"Neu! Erstbezug in Berlin-Staaken! Tolle Wohnungen mit hochw.Ausstattung in Grünlage! 2x Bad,Terrasse",https://www.immobilienscout24.de/expose/115436445,990 €,280 €,in Nebenkosten enthalten,1.270 €,,Terrassenwohnung,1 von 3,95 m²,sofort,3,2,True,,,1935,,,laut Gesetz nicht erforderlich,,Forum Immobilien Lindenstr. 5 16548 Glienicke,"Metropolitan Park 52, 13591 Berlin, Staaken (Spandau)"
Helle Wohnung mit Laminat und Aufzug!,https://www.immobilienscout24.de/expose/115245134,569 €,140 €,inkl. 67 €,709 €,"Kaution: 1.707,00 EUR",Etagenwohnung,1,"53,98 m²",sofort,2,,,True,,1985,Zentralheizung,Fernwärme,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Stendaler Str. 65, 12627 Berlin, Hellersdorf (Hellersdorf)"
Familienwohnung mit Flair sucht Nachfolger mit Style!,https://www.immobilienscout24.de/expose/113873973,899 €,243 €,inkl. 133 €,1.142 €,"Kaution: 2.697,00 EUR",Etagenwohnung,1,"88,68 m²",sofort,4,,True,,,1999,Fernwärme,Fernwärme,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Janusz-Korczak-Str. 15, 12627 Berlin, Hellersdorf (Hellersdorf)"
"*NUR MIT WBS*Große, barrierefreie Pärchenwohnung mit EBK und Dusche!",https://www.immobilienscout24.de/expose/115282292,499 €,211 €,inkl. 109 €,710 €,"Kaution: 1.497,00 EUR",Etagenwohnung,2,"72,78 m²",sofort,2,,True,True,True,1999,Fernwärme,Fernwärme,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Janusz-Korczak-Str. 9a, 12627 Berlin, Hellersdorf (Hellersdorf)"
Komfort 1 Zimmer Apartment - Möbliert in Topcitylage!,https://www.immobilienscout24.de/expose/113507810,895 €,100 €,in Nebenkosten enthalten,995 €,2685,Etagenwohnung,3 von 6,"30,97 m²",sofort,1,1,,True,,2019,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,first single apartment verwaltungs GmbH & Co. KG Bundesallee 28 10717 Berlin,"Leibnizstraße 85, 10625 Berlin, Charlottenburg (Charlottenburg)"
Sofort bezugsfertig: Tolle 2-Zimmer-Wohnung mit Balkon,https://www.immobilienscout24.de/expose/109894326,"799,32 €","194,03 €",in Nebenkosten enthalten,"993,35 €","2.397,96 EUR",Etagenwohnung,2 von 4,"66,61 m²",sofort,2,1,True,,,,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Achillesstraße 55 13125 Berlin,"Am Hohen Feld 125a , 13125 Berlin, Karow (Weißensee)"
Sofort bezugsfertig: 2-Zimmer-Wohnung mit Terrasse,https://www.immobilienscout24.de/expose/109379660,"798,98 €","197,11 €",in Nebenkosten enthalten,"996,09 €","2.396,93 EUR",Erdgeschosswohnung,,"67,71 m²",sofort,2,1,True,,,,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Achillesstraße 55 13125 Berlin,"Am Hohen Feld 125a , 13125 Berlin, Karow (Weißensee)"
Praktische Familienwohnung mit Laminat - in Hellersdorf!,https://www.immobilienscout24.de/expose/114889465,639 €,178 €,inkl. 85 €,817 €,"Kaution: 1.917,00 EUR",Etagenwohnung,3,"68,54 m²",sofort,3,,True,True,,1985,Fernwärme,Fernwärme,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Kastanienallee 86, 12627 Berlin, Hellersdorf (Hellersdorf)"
Stilvolle Single-Wohnung über den Dächern Berlins!,https://www.immobilienscout24.de/expose/115563037,1.180 €,70 €,nicht in Nebenkosten enthalten,1.250 € (zzgl. Heizkosten),"3.540,00 EUR",Sonstige,5 von 5,62 m²,sofort,1,1,True,,,1890,Fußbodenheizung,Gas,liegt vor,Verbrauchsausweis,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"10317 Berlin, Lichtenberg (Lichtenberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Luxuriös möbliertes Penthouse mit Weitblick!,https://www.immobilienscout24.de/expose/115583569,1.660 €,440 €,in Nebenkosten enthalten,2.100 €,"4.980,00 EUR",Sonstige,,75 m²,sofort,2,1,True,True,,2014,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"10551 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
FÜNF MORGEN: Traumwohnung: Großzügige 2-Zimmer-Loftwohnung mit sonniger Dachterrasse,https://www.immobilienscout24.de/expose/109788587,"1.436,04 €","190,60 €",in Nebenkosten enthalten,"1.626,64 €",,Dachgeschoss,4 von 4,"76,24 m²",01.09.2019,2,,,True,,2019,Fernwärme,Gas,,Bedarfsausweis,Best Place Immobilien GmbH & Co. KG Unter den Linden 39 10117 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
FÜNF MORGEN: Weitläufige Dachgeschosswohnung mit Terrasse und Balkon,https://www.immobilienscout24.de/expose/110018279,"1.573,90 €","207,58 €",in Nebenkosten enthalten,"1.781,48 €",,Dachgeschoss,3 von 3,"83,03 m²",01.09.2019,2,,,True,,2019,Fernwärme,Gas,,Bedarfsausweis,Best Place Immobilien GmbH & Co. KG Unter den Linden 39 10117 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"FÜNF MORGEN: Sonnige Studio-Wohnung mit 1,5-Zimmern und Loggia",https://www.immobilienscout24.de/expose/112097510,"1.006,75 €","158,28 €",in Nebenkosten enthalten,"1.165,02 €",,Etagenwohnung,2 von 4,"63,31 m²",01.09.2019,"1,5",,,True,,2019,Fernwärme,Gas,,Bedarfsausweis,Best Place Immobilien GmbH & Co. KG Unter den Linden 39 10117 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"*Balkon*, *EBK*, *Erstbezug*, Tolle 3 Zi. Whg.",https://www.immobilienscout24.de/expose/115629249,"1.447,30 €",164 €,82 €,"1.693,30 €",2895,Etagenwohnung,4 von 5,82 m²,01.03.2020,3,2,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Hedwig-Porschütz-Straße 2, 10557 Berlin, Tiergarten (Tiergarten)"
"FÜNF MORGEN: Großzügige 1,5-Zimmer-Loftwohnung mit Loggia in Bestlage",https://www.immobilienscout24.de/expose/112097595,"1.068,62 €","158,28 €",in Nebenkosten enthalten,"1.226,89 €",,Etagenwohnung,2 von 4,"63,31 m²",01.09.2019,"1,5",,,True,,2019,Fernwärme,Gas,,Bedarfsausweis,Best Place Immobilien GmbH & Co. KG Unter den Linden 39 10117 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
FÜNF MORGEN: Moderne 2-Zimmer-Loftwohnung mit Loggia im Neubau,https://www.immobilienscout24.de/expose/112097631,"1.043,31 €","154,93 €",in Nebenkosten enthalten,"1.198,23 €",,Etagenwohnung,2 von 4,"61,97 m²",01.09.2019,2,,,True,,2019,Fernwärme,Gas,,Bedarfsausweis,Best Place Immobilien GmbH & Co. KG Unter den Linden 39 10117 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
schöne remise höhe kastanienallee mit 2 terrassen 1 großer kamin u. EBK,https://www.immobilienscout24.de/expose/115337124,2.498 €,"434,17 €",in Nebenkosten enthalten,"2.932,17 €","7.494,00 EUR",Etagenwohnung,,"135,68 m²",sofort,2,1,True,,,1918,Zentralheizung,Gas,,Verbrauchsausweis,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
*Schöne Maisonette im Grünen*,https://www.immobilienscout24.de/expose/114178861,"3.101,55 €","454,89 €","182,57 €","3.739,01 €",3 Momatsmieten,Maisonette,2 von 3,"206,77 m²",sofort,3,2,True,,,1991,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,Thelen Immobilien Management GmbH Alfredstr. 150 45131 Essen,"Koenigsallee 19a, 14193 Berlin, Grunewald (Wilmersdorf)"
*großzügiges DG Loft mit Terrasse nahe Hackescher Markt*,https://www.immobilienscout24.de/expose/115219703,2.000 €,270 €,125 €,2.395 €,6000,Loft,5 von 5,138 m²,ab sofort,1,1,True,True,,1918,,Gas,,Verbrauchsausweis,core ImmobilienManagement GmbH Markgrafenstr. 22 10117 Berlin,"Alte Schönhauser Straße 38, 10119 Berlin, Mitte (Mitte)"
lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten,https://www.immobilienscout24.de/expose/115436676,4.950 €,580 €,keine Angabe,5.530 € (zzgl. Heizkosten),"14.850,00 EUR",Maisonette,,201 m²,sofort,4,2,True,,,2016,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10179 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Willkommen im Haus Ottilie-von-Hansemann - Charlottenburg l Großzügige 4-Zimmer Wohnung,https://www.immobilienscout24.de/expose/114923777,2.880 €,250 €,250 €,3.380 €,8640 EUR,Etagenwohnung,5,180 m²,01.02.2020,4,,True,True,,1915,,Fernwärme,liegt vor,Bedarfsausweis,Inseriert auf ohne-makler.net,"Otto-Suhr-Alle 18, 10585 Berlin, Charlottenburg (Charlottenburg)"
Westend: exklusives Wohnen im Wasserturm mit Rundum-Blick über Berlin,https://www.immobilienscout24.de/expose/115420017,2.800 €,450 €,300 €,3.550 €,8400 EUR,Etagenwohnung,4 von 7,210 m²,nach Absprache,4,2,True,True,,1881,,Fernwärme,laut Gesetz nicht erforderlich,,Inseriert auf ohne-makler.net,"Akazienalle 35-39, 14050 Berlin, Charlottenburg (Charlottenburg)"
*Moderner Neubau am Gutspark*Schwellenlose Terrassenwohnung*,https://www.immobilienscout24.de/expose/115579201,1.495 €,155 €,130 €,1.780 €,4485,Erdgeschosswohnung,0 von 2,123 m²,sofort,4,1,True,,,2014,,Gas,,Bedarfsausweis,core ImmobilienManagement GmbH Markgrafenstr. 22 10117 Berlin,"Am Gutspark 4, 10365 Berlin, Lichtenberg (Lichtenberg)"
Willkommen im Haus Cumberland am Ku'damm l exklusiv möblierter 2 Zimmer Wohntraum,https://www.immobilienscout24.de/expose/114922586,2.280 €,200 €,180 €,2.660 €,7500 EUR,Etagenwohnung,4,86 m²,sofort,2,,True,True,,1903,,Fernwärme,laut Gesetz nicht erforderlich,,Inseriert auf ohne-makler.net,"Kurfürstendamm 193, 10719 Berlin, Charlottenburg (Charlottenburg)"
"Exklusive 5 Zimmer Maisonette-Wohnung mit gehobener Ausstattung, EBK, 2 Außenstellplätze",https://www.immobilienscout24.de/expose/115420878,2.450 €,580 €,in Nebenkosten enthalten,3.030 €,3 NKM,Maisonette,1 von 2,"193,5 m²",01.05.2020,5,2,True,,,1918,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Brenta Real GmbH & Co. KG Wiltbergstraße 90 13125 Berlin,"Wiltbergstraße 90, 13125 Berlin, Buch (Pankow)"
Prenzlauer Berg Kiez - Tolle Singlewohnung - Laminat - Duschbad - ca. 36 m² - 602 € warm,https://www.immobilienscout24.de/expose/93297098,507 €,95 €,inkl. 16 €,602 €,3 x Nettokaltmiete,Etagenwohnung,0 von 5,"36,06 m²",01.03.2020,1,,,,,1901,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Danziger Str. 108, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Einzug nach Modernisierung!!! Zauberhafte 3-Zimmerwohnung in ruhigen Pankow-Niederschönhausen,https://www.immobilienscout24.de/expose/115308986,1.283 €,261 €,inkl. 117 €,1.544 €,"Kaution: 2.566,00 EUR",,2,"102,63 m²",sofort,3,,True,,,1900,,Gas,,Verbrauchsausweis,Covivio Immobilien GmbH Am Steinberg 6 13086 Berlin,"Friedrich-Engels-Str. 23, 13156 Berlin, Niederschönhausen (Pankow)"
Erstbezug! Lichtdurchflutete 2 Zimmer mit Süd/Westbalkon,https://www.immobilienscout24.de/expose/115567943,"1.154,34 €","305,97 €","64,13 €","1.524,44 €",3463.02,Etagenwohnung,5,"64,13 m²",01.04.2020,2,1,,True,,2018,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Lehrter Straße 23D, 10557 Berlin, Tiergarten (Tiergarten)"
Elegante 3-Zimmer-Wohnung mit hohem Wohnkomfort,https://www.immobilienscout24.de/expose/115545426,"1.600,13 €","177,65 €","97,75 €","1.875,53 €",4800.39,Etagenwohnung,3 von 7,"106,25 m²",,3,2,True,True,,2009,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Seydelstr. 22, 10117 Berlin, Mitte (Mitte)"
Prenzlauer Berg Kiez - 2 Zimmerwohnung mit Balkon - Tageslichtbad - Dielen - ca. 77 m² - 1040 € warm,https://www.immobilienscout24.de/expose/87991677,843 €,197 €,inkl. 33 €,1.040 €,3 x Nettokaltmiete,Etagenwohnung,3,"77,22 m²",01.03.2020,2,,True,,,1901,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Danzigerstraße 108, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Neuer Preis: Großzügige Dachgeschoss-Maisonette in Ku'Damm-Nähe -Spacious apartment close to Ku'Damm,https://www.immobilienscout24.de/expose/113389306,2.995 €,500 €,nicht in Nebenkosten enthalten,3.495 € (zzgl. Heizkosten),"6.000,- EUR",,5 von 5,170 m²,01.01.2020,5,2,,,,1905,Etagenheizung,Gas,laut Gesetz nicht erforderlich,,MesseReal Stephanstr. 61 10559 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"2 große Balkone, denn der nächste Sommer kommt bestimmt - Neubau Erstbezug",https://www.immobilienscout24.de/expose/115124435,2.100 €,400 €,in Nebenkosten enthalten,2.500 €,3 Nettokaltmieten,Etagenwohnung,4,120 m²,Sofort,4,2,True,True,,2019,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,Claudia Germershausen Concept Immobilien Regensburger Str. 31 10777 Berlin,"Heilbronner Str. 10, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
Westhafen U-Birkenstraße - Charmante 2 Zimmer - Parkett - EBK - Dusche ca. 56m² - 670 € warm,https://www.immobilienscout24.de/expose/115218748,558 €,112 €,inkl. 39 €,670 €,3x Nettokaltmiete,Erdgeschosswohnung,,"51,06 m²",01.02.20,2,,,,,1905,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Emdener Str. 39, 10551 Berlin, Tiergarten (Tiergarten)"
Großzügige Dachgeschosswohnung mit Terrasse und EBK!,https://www.immobilienscout24.de/expose/115580380,"1.199,25 €","287,82 €",in Nebenkosten enthalten,"1.487,07 €",3 Nettokaltmieten,Dachgeschoss,,"95,94 m²",sofort,4,1,True,,,1905,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
PARAGON Apartments - 3 Zimmer mit 2 Terrassen und Blick über Berlin,https://www.immobilienscout24.de/expose/114844704,1.849 €,370 €,in Nebenkosten enthalten,2.219 €,,Etagenwohnung,6 von 7,"99,15 m²",nach Vereinbarung,3,1,True,True,,2016,Zentralheizung,Fernwärme,,Bedarfsausweis,STRATEGIS AG Torstraße 49 10119 Berlin,"Danziger Straße 77, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"PARAGON Apartments - 7 Zimmer mit 2 Terrassen, großer Küche und Gallerie",https://www.immobilienscout24.de/expose/112436566,4.099 €,"954,11 €",in Nebenkosten enthalten,"5.053,11 €","12.297,00",Etagenwohnung,6 von 6,"254,43 m²",sofort,7,3,True,True,,2016,Zentralheizung,Fernwärme,,Bedarfsausweis,STRATEGIS AG Torstraße 49 10119 Berlin,"Danziger Straße 73, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Schöne Dachgeschoss Wohnung,https://www.immobilienscout24.de/expose/107963469,1.544 €,120 €,keine Angabe,1.664 € (zzgl. Heizkosten),4632,Dachgeschoss,5 von 5,"96,5 m²",sofort,3,1,True,,,,,Gas,,,Gral Immobilien und Hausverwaltungs GmbH Blankenburger Strasse 23 13089 Berlin - Heinersdorf,"Alt-Moabit 46, 10555 Berlin, Tiergarten (Tiergarten)"
für 1 jahr: 3 zi-whg zw. kurfürstendamm u. mommsen VH 2. og u. aufzug,https://www.immobilienscout24.de/expose/115473791,3.300 €,670 €,in Nebenkosten enthalten,3.970 €,"9.900,00 EUR",Etagenwohnung,2 von 4,200 m²,01.04.2020,3,1,True,True,,1900,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
5 Zimmer Dachgeschosswohnung mit Dachterrasse und EBK!,https://www.immobilienscout24.de/expose/115578439,1.360 €,300 €,in Nebenkosten enthalten,1.660 €,"4.080,00",Dachgeschoss,2 von 2,"143,07 m²",sofort,5,2,True,,,1977,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Harry Gerlach Wohnungsunternehmen GmbH Berliner Str. 120 10713 Berlin,"Wünsdorfer Straße 16, 12307 Berlin, Lichtenrade (Tempelhof)"
3 Zimmerwohnungen WG-geeignet-Erstbezug nach Neubau der 5 Etage,https://www.immobilienscout24.de/expose/115391090,1.422 €,79 €,39 €,1.540 €,4266 EUR,,5 von 5,79 m²,01.02.2020,3,1,True,,,1956,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,immo-for-less Privat vom Eigentümer,"Ruppinerstraße 35-36, 13355 Berlin, Wedding (Wedding)"
Luxuswohnung im Haus von Ralf Schmitz im Grunewald,https://www.immobilienscout24.de/expose/91496497,2.938 €,512 €,in Nebenkosten enthalten,3.550 €,3 Kaltmieten,Etagenwohnung,1 von 3,113 m²,sofort,3,2,True,True,,2014,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,Berlin Property Partner Neue Grünstrasse 2 10179 Berlin,"Goldfinkweg 40, 14195 Berlin, Schmargendorf (Wilmersdorf)"
"6 Räume, 2 Balkone, neu renoviert - was will man mehr?",https://www.immobilienscout24.de/expose/114228583,"1.618,87 €","225,17 €","110,38 €","1.954,42 €","4.856,61 EUR",Etagenwohnung,2 von 3,"147,17 m²",Sofort,6,2,True,,,2001,,Gas,,Bedarfsausweis,Grand City Property,"Prinzessinenstraße 31, 12307 Berlin, Lichtenrade (Tempelhof)"
!!!Nachmieter für traumhafte 2 Zimmerwohnung in Mitte ab 16.02.2020 gesucht!!!,https://www.immobilienscout24.de/expose/115588142,1.015 €,115 €,76 €,1.206 €,3045,Etagenwohnung,9 von 11,76 m²,nach Vereinbarung,2,,True,True,,2015,Fußbodenheizung,,,Bedarfsausweis,CAPERA Immobilien Service GmbH Kurfürstendamm 71 10709 Berlin,"Alex-Wedding-Straße 5, 10178 Berlin, Mitte (Mitte)"
Dachgeschosswohnung mit Loft Charm in Tempelhof *Erstbezug nach Sanierung*,https://www.immobilienscout24.de/expose/115289452,1.066 €,145 €,90 €,1.301 €,,Dachgeschoss,,82 m²,sofort,2,1,True,,,,,,liegt zur Besichtigung vor,,Artur Caesar Behrendt Immobilien Hohenzollerndamm 169 10713 Berlin,"Friedrich-Karl-Straße 20 A, 12103 Berlin, Tempelhof (Tempelhof)"
Wunderschöne Maisonette Wohnung in klassischer Stadtvilla sucht ruhige Mieter!,https://www.immobilienscout24.de/expose/115505355,1.890 €,335 €,in Nebenkosten enthalten,2.225 €,3 Nettokaltmieten,Maisonette,2 von 3,145 m²,,4,2,True,,,unbekannt,,,,,Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"sanierte, großzügige 2 Zi.-Citywohnung am Kurfürstendamm",https://www.immobilienscout24.de/expose/115156984,1.061 €,"163,96 €",185 €,"1.409,96 €",3 Monatskaltmieten,Etagenwohnung,6 von 4,"73,16 m²",ab sofort,2,1,True,True,,unbekannt,Zentralheizung,Fernwärme,,,Du Chesne Immobilien GmbH Martin Luther Str 8 10777 Berlin,"10709 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Hochwertiges City-Apartment mit Blick über Berlin!,https://www.immobilienscout24.de/expose/115506498,1.850 €,560 €,in Nebenkosten enthalten,2.410 €,"5.550,00 EUR",Sonstige,12 von 12,91 m²,sofort,"3,5",2,,True,,2000,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Potsdamer Straße 4, 10785 Berlin, Tiergarten (Tiergarten)"
Möbliert Wohnen nahe Viktoria-Luise-Platz!,https://www.immobilienscout24.de/expose/115530553,1.700 €,250 €,in Nebenkosten enthalten,1.950 €,,Sonstige,5 von 5,91 m²,ab sofort,3,1,True,,,1910,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Ansbacher Straße 76, 10777 Berlin, Schöneberg (Schöneberg)"
"Exklusive,geräumige Untergeschosswohnung i.Mehrfamilienhaus direkt a.Großen Müggelsee,Erstvermietung",https://www.immobilienscout24.de/expose/108357384,"2.457,80 €","294,94 €",in Nebenkosten enthalten,"2.752,74 €","7373,40",Erdgeschosswohnung,1 von 4,"122,89 m²",ab sofort,3,2,True,,,1892,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,"Müggelseedamm 270, 12587 Berlin, Friedrichshagen (Köpenick)"
"Neubau-Wohnung in Berlin-Mitte, Wallstraße 18 super am Spittelmarkt, U-Bahn, Traum",https://www.immobilienscout24.de/expose/98416135,1.790 €,200 €,in Nebenkosten enthalten,1.990 €,5000,Etagenwohnung,2 von 7,96 m²,01.02.2020,3,1,True,True,,2020,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,Lärchenweg 14 21224 Rosengarten-Tötensen,"Wallstraße 18, 10179 Berlin, Mitte (Mitte)"
Geräumiges Boutique-Appartement direkt am Savignyplatz,https://www.immobilienscout24.de/expose/115180309,1.400 €,0 €,in Nebenkosten enthalten,1.400 €,3000,Terrassenwohnung,0 von 3,55 m²,01.03.2020,1,1,True,,,1900,,,,,,"Kantstraße 139, 10623 Berlin, Charlottenburg (Charlottenburg)"
"Neubauwohnung mit 2,5 Zimmern und 2 Dachterrassen",https://www.immobilienscout24.de/expose/115310240,1.430 €,220 €,in Nebenkosten enthalten,1.650 €,3 Netto-Kaltmieten,Dachgeschoss,5 von 5,"83,5 m²",sofort,"2,5",1,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,LUCOL Immobilien GmbH Elisabethstraße 11 80796 München,"Binzstraße 42, 13189 Berlin, Pankow (Pankow)"
ZWEITBEZUG NACH KOMPLETTSANIERUNG! Wunderschöne ERDGESCHOSS-Altbau-Wohnung mit EBK am Herrfurthplatz,https://www.immobilienscout24.de/expose/115657502,480 €,60 €,40 €,580 €,"1.440,- EUR",Erdgeschosswohnung,0 von 5,"34,3 m²",SOFORT,1,1,,,,1905,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,Anchello Salmayer Immobiliengesellschaft mbH Bleibtreustraße 5A 10623 Berlin,"Herrfurthplatz 5, 12049 Berlin, Neukölln (Neukölln)"
Modernes vollmöbliertes Apartment mit Balkon Nähe FU und Klinikum Steglitz,https://www.immobilienscout24.de/expose/109149802,700 €,100 €,in Nebenkosten enthalten,800 €,1600,Etagenwohnung,1 von 3,40 m²,sofort,1,1,True,,,unbekannt,Zentralheizung,Fernwärme,,,,"Görzallee 22, 12207 Berlin, Lichterfelde (Steglitz)"
Luxuriöse Dachgeschoßwohnung mit ca. 80m² Terrasse,https://www.immobilienscout24.de/expose/115550141,3.200 €,270 €,in Nebenkosten enthalten,3.470 €,"9.600,00 €",Dachgeschoss,5 von 5,170 m²,ab sofort,5,1,True,True,,1910,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,"Lützenstraße 10, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
Möbliertes Apartment (direkter Wasserlage),https://www.immobilienscout24.de/expose/115250432,600 €,150 €,in Nebenkosten enthalten,750 €,1000,Sonstige,2 von 3,43 m²,01.02.2020,1,,True,,,1980,Zentralheizung,Erdgas leicht,,,,"13505 Berlin, Konradshöhe (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Mariendorf, Altbau, 1.OG: Schöne 2-Zimmer-Wohnung!",https://www.immobilienscout24.de/expose/115471482,599 €,96 €,94 €,789 €,"1.797,00 €",Etagenwohnung,1,"59,76 m²",Sofort,2,1,,,,1914,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Becker & Kries Immobilien Management GmbH,"Kaiserstraße 143, 12105 Berlin, Mariendorf (Tempelhof)"
Erstbezug: attraktive 4-Zimmer-Penthouse-Wohnung mit 2 Terrassen in Berlin-Mahlsdorf,https://www.immobilienscout24.de/expose/114822680,1.430 €,220 €,in Nebenkosten enthalten,1.650 €,3 Netto-Monatsmieten,Penthouse,3 von 3,125 m²,,4,1,True,,,2020,Gas-Heizung,Gas,liegt zur Besichtigung vor,,,"Pfarrhufenanger 24, 12623 Berlin, Mahlsdorf (Hellersdorf)"
